user_id,item_id,rating
184,17,5.0
185,97,5.0
186,99,5.0
187,648,5.0
187,1570,4.0
187,105,5.0
188,666,5.0
188,105,3.0
189,105,5.0
190,106,5.0
191,106,5.0
192,106,5.0
193,106,5.0
194,106,4.0
195,106,5.0
196,115,2.0
197,115,1.0
198,115,2.0
199,115,5.0
200,115,1.0
201,115,1.0
202,115,1.0
203,115,1.0
204,117,5.0
205,121,5.0
206,121,5.0
207,121,4.0
208,1760,5.0
208,1758,5.0
208,126,5.0
208,1837,4.0
209,126,5.0
210,1087,5.0
210,126,5.0
211,126,5.0
212,126,5.0
213,126,5.0
214,126,5.0
215,126,5.0
216,129,4.0
217,129,5.0
218,129,5.0
219,129,4.0
220,139,5.0
221,139,5.0
222,139,5.0
223,139,5.0
224,139,5.0
225,139,5.0
226,139,5.0
227,139,4.0
228,140,5.0
229,140,5.0
230,140,5.0
231,140,5.0
232,140,5.0
233,142,5.0
234,146,3.0
235,146,5.0
236,1057,5.0
236,146,4.0
237,146,4.0
238,146,3.0
239,1791,5.0
239,146,5.0
240,146,3.0
241,1814,4.0
241,279,4.0
241,311,4.0
241,273,3.0
241,603,4.0
241,271,4.0
241,146,5.0
241,601,4.0
242,148,4.0
243,148,5.0
244,148,3.0
245,150,5.0
246,150,3.0
247,150,4.0
248,150,5.0
249,150,3.0
250,150,5.0
251,150,5.0
252,150,5.0
253,1742,5.0
253,1692,5.0
253,549,5.0
253,1827,5.0
253,463,5.0
253,1088,4.0
253,1044,5.0
253,151,5.0
253,1084,5.0
254,151,4.0
255,151,5.0
256,149,5.0
257,149,5.0
258,153,5.0
259,153,5.0
260,153,5.0
261,153,4.0
262,933,5.0
262,153,5.0
263,153,4.0
264,153,4.0
265,593,5.0
266,593,5.0
267,593,5.0
268,593,5.0
269,593,5.0
270,1847,5.0
271,1847,5.0
272,1847,4.0
273,1335,4.0
273,1847,5.0
274,1847,4.0
275,1847,5.0
276,1847,5.0
277,1847,4.0
278,154,5.0
279,154,5.0
280,154,5.0
281,154,5.0
282,154,4.0
283,154,5.0
284,193,5.0
284,1846,5.0
284,156,5.0
284,859,5.0
285,1846,5.0
285,1735,5.0
285,156,5.0
286,331,5.0
286,156,5.0
287,156,4.0
288,156,4.0
289,156,5.0
290,520,5.0
290,156,5.0
291,156,3.0
292,157,3.0
293,157,5.0
294,157,4.0
295,157,5.0
296,157,5.0
297,157,4.0
298,157,5.0
299,157,5.0
300,161,4.0
301,161,5.0
302,327,3.0
302,1148,4.0
302,161,4.0
303,530,3.0
303,161,5.0
304,161,5.0
305,161,4.0
306,161,4.0
307,161,5.0
308,1835,5.0
309,351,5.0
309,1692,4.0
309,1835,5.0
310,1835,5.0
311,1835,5.0
312,116,5.0
312,1845,5.0
312,1488,5.0
312,297,5.0
312,361,5.0
312,1183,5.0
312,932,5.0
312,195,5.0
312,1835,5.0
312,687,5.0
313,1835,3.0
314,1835,5.0
315,1835,3.0
316,169,4.0
317,169,5.0
318,169,5.0
319,169,5.0
320,169,3.0
321,169,2.0
322,169,2.0
323,169,5.0
324,170,5.0
325,170,5.0
326,173,3.0
327,173,4.0
328,175,5.0
329,175,5.0
330,175,5.0
331,175,5.0
332,175,5.0
333,175,5.0
334,175,1.0
335,175,2.0
336,179,2.0
337,179,5.0
338,179,5.0
339,179,4.0
340,179,2.0
341,179,4.0
342,179,4.0
343,180,5.0
344,180,5.0
345,180,3.0
346,180,4.0
347,180,5.0
348,180,5.0
349,180,3.0
350,180,1.0
351,185,4.0
352,185,1.0
353,185,5.0
354,185,3.0
355,185,4.0
356,185,5.0
357,185,3.0
358,185,3.0
359,189,5.0
360,189,4.0
361,189,4.0
362,189,5.0
363,189,2.0
364,189,4.0
365,189,3.0
366,189,3.0
367,193,4.0
368,193,5.0
369,193,5.0
370,193,5.0
371,193,5.0
372,193,4.0
373,193,5.0
374,194,5.0
375,194,5.0
376,1332,5.0
376,195,5.0
377,195,5.0
378,195,5.0
379,195,5.0
380,694,5.0
380,214,5.0
380,195,5.0
381,1621,5.0
381,347,4.0
381,552,5.0
381,1044,5.0
381,299,5.0
381,195,5.0
381,1009,5.0
382,195,5.0
383,196,5.0
384,196,4.0
385,196,5.0
386,196,5.0
387,196,5.0
388,196,5.0
389,196,4.0
390,196,3.0
391,1487,5.0
391,1806,4.0
391,204,5.0
392,204,1.0
393,204,5.0
394,204,3.0
395,204,5.0
396,205,4.0
397,205,5.0
398,1809,5.0
398,205,5.0
399,205,5.0
400,205,4.0
401,205,5.0
402,205,5.0
403,205,5.0
404,206,5.0
405,206,4.0
406,206,5.0
407,206,3.0
408,206,4.0
409,206,5.0
410,206,1.0
411,206,5.0
412,213,5.0
413,213,5.0
414,213,4.0
415,214,5.0
416,214,5.0
417,215,4.0
418,215,5.0
419,215,2.0
420,215,5.0
421,1809,5.0
421,215,5.0
422,215,5.0
423,215,3.0
424,216,5.0
425,216,4.0
426,216,5.0
427,216,3.0
428,216,4.0
429,216,5.0
430,216,1.0
431,442,5.0
431,216,5.0
432,217,4.0
433,366,4.0
433,217,5.0
434,217,4.0
435,217,5.0
436,217,5.0
437,217,5.0
438,217,5.0
439,218,5.0
440,218,4.0
441,218,4.0
442,1559,3.0
442,308,5.0
442,1373,5.0
442,218,3.0
442,1757,4.0
443,469,5.0
443,1161,5.0
443,218,5.0
444,218,4.0
445,218,5.0
446,218,5.0
447,219,3.0
448,864,4.0
448,1273,3.0
448,328,4.0
448,251,4.0
448,219,4.0
448,817,4.0
449,219,5.0
450,219,5.0
451,219,3.0
452,1818,5.0
452,151,5.0
452,222,5.0
453,222,5.0
454,222,5.0
455,222,5.0
456,229,5.0
457,229,5.0
458,229,4.0
459,232,1.0
460,232,5.0
461,238,4.0
462,238,5.0
463,238,3.0
464,238,2.0
465,238,5.0
466,238,5.0
467,238,3.0
468,238,5.0
469,242,5.0
470,242,5.0
471,242,5.0
472,242,5.0
473,242,4.0
474,244,3.0
475,247,5.0
476,1004,5.0
476,1574,5.0
476,247,5.0
476,297,5.0
477,247,3.0
478,247,5.0
479,247,5.0
480,247,4.0
481,247,3.0
482,247,5.0
483,252,4.0
484,252,1.0
485,252,5.0
486,251,5.0
487,251,3.0
488,1084,5.0
488,1742,5.0
488,251,4.0
488,1827,4.0
489,251,4.0
490,251,5.0
491,251,5.0
492,253,5.0
493,253,4.0
494,925,3.0
494,1682,4.0
494,253,5.0
495,253,5.0
496,253,1.0
497,253,5.0
498,253,5.0
499,253,5.0
500,253,5.0
501,255,5.0
502,255,5.0
503,255,3.0
504,255,5.0
505,255,5.0
506,255,1.0
507,264,5.0
508,264,5.0
509,264,5.0
510,264,5.0
511,264,5.0
512,264,5.0
513,267,5.0
514,270,5.0
515,270,5.0
516,270,5.0
517,270,5.0
518,270,5.0
519,270,3.0
520,270,4.0
521,271,5.0
522,1792,4.0
522,271,3.0
523,271,4.0
524,271,3.0
525,271,4.0
526,271,4.0
527,273,4.0
528,273,5.0
529,273,5.0
530,273,4.0
531,1575,4.0
531,273,5.0
532,276,5.0
533,276,5.0
534,969,3.0
534,1004,5.0
534,276,5.0
535,276,4.0
536,276,5.0
537,276,5.0
538,276,3.0
539,276,4.0
540,279,5.0
541,279,5.0
542,279,5.0
543,618,4.0
543,279,5.0
544,279,5.0
545,279,5.0
546,279,4.0
547,864,4.0
547,335,5.0
547,281,5.0
547,1424,5.0
548,281,4.0
549,281,5.0
550,281,5.0
551,281,5.0
552,281,4.0
553,281,2.0
554,287,4.0
555,289,5.0
556,289,5.0
557,938,5.0
557,289,5.0
558,289,5.0
559,289,5.0
560,289,4.0
561,289,4.0
562,289,4.0
563,292,3.0
564,292,4.0
565,292,3.0
566,292,3.0
567,292,4.0
568,292,4.0
569,292,4.0
570,293,5.0
571,969,5.0
571,1768,4.0
571,293,5.0
572,293,5.0
573,293,5.0
574,293,4.0
575,294,4.0
576,294,1.0
577,294,5.0
578,294,4.0
579,294,5.0
580,294,5.0
581,299,4.0
582,299,5.0
583,299,4.0
584,299,3.0
585,299,5.0
586,1782,4.0
586,299,5.0
587,299,4.0
588,304,3.0
589,304,5.0
590,304,3.0
591,304,5.0
592,304,5.0
593,304,4.0
594,304,5.0
595,304,5.0
596,111,5.0
597,111,5.0
598,111,5.0
599,111,5.0
600,111,5.0
601,111,5.0
602,111,5.0
603,111,1.0
604,1044,4.0
605,1044,4.0
606,1044,4.0
607,1044,4.0
608,1383,5.0
608,1044,4.0
609,309,5.0
610,309,2.0
611,309,5.0
612,309,5.0
613,309,5.0
614,1103,3.0
615,1103,5.0
616,1103,5.0
617,1103,5.0
618,1103,5.0
619,1103,5.0
620,1103,5.0
621,314,5.0
622,314,5.0
623,315,1.0
624,1183,5.0
624,315,5.0
625,315,5.0
626,315,3.0
627,315,3.0
628,315,5.0
629,315,5.0
630,315,5.0
631,316,1.0
632,316,1.0
633,316,5.0
634,316,5.0
635,317,5.0
636,317,3.0
637,317,4.0
638,317,4.0
639,317,5.0
640,317,4.0
641,317,4.0
642,317,5.0
643,319,5.0
644,319,4.0
645,319,4.0
646,319,5.0
647,319,5.0
648,319,5.0
649,319,5.0
650,116,5.0
651,116,5.0
652,116,5.0
653,116,5.0
654,116,4.0
655,116,4.0
656,116,4.0
657,261,5.0
657,322,4.0
658,322,5.0
659,322,5.0
660,322,3.0
661,322,5.0
662,322,1.0
663,322,4.0
664,322,1.0
665,325,5.0
666,325,5.0
667,1667,5.0
667,325,5.0
668,325,4.0
669,325,5.0
670,325,5.0
671,642,5.0
671,325,5.0
672,323,5.0
673,1315,5.0
673,323,5.0
674,327,5.0
675,327,3.0
676,327,2.0
677,327,4.0
678,1145,5.0
678,1660,4.0
678,677,3.0
678,1383,4.0
678,327,3.0
678,1108,5.0
679,327,4.0
680,327,4.0
681,328,5.0
682,328,5.0
683,328,4.0
684,328,5.0
685,328,4.0
686,328,4.0
687,328,5.0
688,330,3.0
689,330,5.0
690,330,5.0
691,330,5.0
692,330,5.0
693,330,5.0
694,330,5.0
695,332,4.0
696,332,3.0
697,332,4.0
698,332,4.0
699,682,5.0
699,1788,4.0
699,414,4.0
699,332,4.0
699,1177,4.0
700,332,5.0
701,332,5.0
702,338,5.0
703,338,5.0
704,338,5.0
705,342,5.0
706,342,5.0
707,342,5.0
708,342,1.0
709,342,5.0
710,342,2.0
711,342,4.0
712,342,5.0
713,343,5.0
714,346,4.0
715,346,3.0
716,346,5.0
717,333,5.0
718,348,5.0
719,348,5.0
720,1598,5.0
720,348,5.0
721,348,5.0
722,348,5.0
723,348,5.0
724,348,5.0
725,348,5.0
726,350,4.0
727,350,3.0
728,350,5.0
729,350,5.0
730,350,4.0
731,350,4.0
732,350,2.0
733,350,5.0
734,351,3.0
735,351,1.0
736,354,5.0
737,354,2.0
738,357,5.0
739,357,4.0
740,357,5.0
741,359,5.0
742,359,5.0
743,358,5.0
744,358,5.0
745,358,4.0
746,358,5.0
747,360,5.0
748,361,1.0
749,361,5.0
750,1787,5.0
750,361,5.0
751,1561,5.0
751,361,5.0
752,361,4.0
753,361,3.0
754,361,4.0
755,362,5.0
756,362,5.0
757,362,5.0
758,362,3.0
759,362,5.0
760,362,5.0
761,365,5.0
762,365,5.0
763,366,5.0
764,366,4.0
765,366,5.0
766,366,5.0
767,366,4.0
768,366,1.0
769,366,5.0
770,368,5.0
771,368,5.0
772,370,5.0
773,373,4.0
774,373,5.0
775,645,5.0
775,373,5.0
776,376,5.0
777,376,5.0
778,376,5.0
779,378,3.0
780,378,5.0
781,378,5.0
782,378,5.0
783,378,1.0
784,383,5.0
785,383,5.0
786,383,5.0
787,383,5.0
788,540,4.0
788,1666,4.0
788,383,5.0
789,383,5.0
790,383,5.0
791,383,1.0
792,384,5.0
793,384,5.0
794,384,5.0
795,384,2.0
796,384,5.0
797,384,4.0
798,384,5.0
799,388,5.0
800,388,5.0
801,389,3.0
802,389,5.0
803,389,5.0
804,391,5.0
805,391,5.0
806,391,5.0
807,391,5.0
808,391,3.0
809,391,4.0
810,391,5.0
811,391,3.0
812,392,5.0
813,392,5.0
814,392,5.0
815,392,5.0
816,392,2.0
817,392,4.0
818,392,5.0
819,393,3.0
820,393,3.0
821,393,4.0
822,393,5.0
823,393,1.0
824,393,5.0
825,393,4.0
826,393,3.0
827,394,5.0
828,394,5.0
829,394,5.0
830,394,5.0
831,394,5.0
832,394,1.0
833,398,5.0
834,399,1.0
835,399,5.0
836,399,5.0
837,400,5.0
838,401,5.0
839,401,5.0
840,402,5.0
841,403,5.0
842,403,4.0
843,403,5.0
844,403,1.0
845,403,3.0
846,403,4.0
847,403,3.0
848,403,5.0
849,407,5.0
850,407,5.0
851,407,3.0
852,408,5.0
853,409,2.0
854,409,4.0
855,409,5.0
856,682,4.0
856,717,4.0
856,412,5.0
857,412,5.0
858,412,5.0
859,414,5.0
860,414,5.0
861,414,5.0
862,414,5.0
863,414,5.0
864,414,4.0
865,414,5.0
866,335,4.0
867,335,4.0
868,335,3.0
869,335,5.0
870,335,3.0
871,335,4.0
872,335,4.0
873,423,5.0
874,423,5.0
875,423,4.0
876,423,4.0
877,423,3.0
878,423,5.0
879,423,4.0
880,423,5.0
881,604,5.0
882,604,4.0
883,604,5.0
884,604,5.0
885,604,5.0
886,604,5.0
887,604,5.0
888,427,5.0
889,427,5.0
890,433,5.0
891,433,5.0
892,433,5.0
893,433,4.0
894,433,4.0
895,983,4.0
895,552,5.0
895,433,4.0
895,1087,4.0
896,433,5.0
897,439,5.0
898,439,4.0
899,439,5.0
900,439,5.0
901,439,5.0
902,439,3.0
903,439,5.0
904,439,4.0
905,441,4.0
906,441,2.0
907,441,5.0
908,441,5.0
909,441,5.0
910,441,4.0
911,441,4.0
912,441,4.0
913,442,5.0
914,442,4.0
915,442,5.0
916,882,2.0
916,1216,5.0
916,442,5.0
916,1516,3.0
917,442,5.0
918,1309,5.0
918,442,5.0
919,444,5.0
920,444,4.0
921,444,5.0
922,444,5.0
923,444,5.0
924,417,5.0
924,501,4.0
924,444,4.0
924,372,5.0
925,444,5.0
926,444,5.0
927,446,5.0
928,455,5.0
929,455,5.0
930,455,3.0
931,455,5.0
932,455,5.0
933,455,5.0
934,455,5.0
935,457,1.0
936,457,5.0
937,457,5.0
938,457,5.0
939,459,5.0
940,459,5.0
941,459,5.0
942,459,5.0
943,459,4.0
944,461,3.0
945,461,3.0
946,461,2.0
947,461,4.0
948,911,5.0
948,573,5.0
948,463,5.0
948,1566,4.0
949,463,5.0
950,190,5.0
950,1825,5.0
950,463,5.0
951,190,5.0
951,1825,5.0
951,463,5.0
952,463,5.0
953,463,5.0
954,463,5.0
955,464,5.0
956,464,5.0
957,464,5.0
958,464,4.0
959,464,5.0
960,464,5.0
961,464,4.0
962,464,4.0
963,466,5.0
964,466,4.0
965,466,5.0
966,466,5.0
967,466,4.0
968,466,5.0
969,466,4.0
970,469,5.0
971,469,5.0
972,469,5.0
973,469,4.0
974,103,4.0
974,469,5.0
975,469,5.0
976,469,4.0
977,471,4.0
978,471,1.0
979,481,3.0
980,481,5.0
981,481,5.0
982,481,5.0
983,481,4.0
984,481,4.0
985,481,5.0
986,486,5.0
987,486,5.0
988,1842,5.0
988,488,5.0
989,488,5.0
990,488,5.0
991,892,0.0
991,488,5.0
992,488,5.0
993,488,5.0
994,488,5.0
995,490,5.0
996,490,5.0
997,708,5.0
997,490,5.0
998,492,5.0
999,492,4.0
1000,492,5.0
1001,492,3.0
1002,18,5.0
1002,492,5.0
1003,492,1.0
1004,492,3.0
1005,492,3.0
1006,493,4.0
1007,493,5.0
1008,493,3.0
1009,493,4.0
1010,493,3.0
1011,493,5.0
1012,493,5.0
1013,496,4.0
1014,497,1.0
1015,497,4.0
1016,497,1.0
1017,497,5.0
1018,497,4.0
1019,498,5.0
1020,498,4.0
1021,498,5.0
1022,498,5.0
1023,498,3.0
1024,498,5.0
1025,498,4.0
1026,498,4.0
1027,501,3.0
1028,501,3.0
1029,501,5.0
1030,501,3.0
1031,504,5.0
1032,504,5.0
1033,504,5.0
1034,506,5.0
1035,508,5.0
1036,508,5.0
1037,508,5.0
1038,508,5.0
1039,508,5.0
1040,508,5.0
1041,508,5.0
1042,1812,5.0
1042,508,5.0
1043,509,5.0
1044,509,4.0
1045,509,5.0
1046,509,5.0
1047,509,5.0
1048,509,5.0
1049,509,3.0
1050,510,4.0
1051,510,4.0
1052,510,4.0
1053,510,5.0
1054,510,5.0
1055,510,4.0
1056,510,5.0
1057,513,5.0
1058,513,5.0
1059,513,3.0
1060,513,1.0
1061,513,5.0
1062,513,5.0
1063,513,1.0
1064,513,5.0
1065,520,4.0
1066,520,4.0
1067,520,4.0
1068,520,5.0
1069,520,5.0
1070,520,5.0
1071,475,2.0
1072,475,3.0
1073,476,5.0
1074,476,5.0
1075,476,4.0
1076,476,4.0
1077,476,4.0
1078,476,5.0
1079,476,5.0
1080,476,5.0
1081,524,5.0
1082,527,5.0
1083,527,5.0
1084,527,5.0
1085,527,1.0
1086,527,5.0
1087,527,5.0
1088,477,5.0
1089,477,5.0
1090,477,5.0
1091,477,5.0
1092,478,4.0
1093,478,4.0
1094,959,5.0
1094,573,5.0
1094,478,4.0
1094,1573,5.0
1095,478,5.0
1096,478,5.0
1097,478,5.0
1098,534,5.0
1099,534,4.0
1100,534,5.0
1101,534,4.0
1102,1684,4.0
1102,534,3.0
1103,534,4.0
1104,537,5.0
1105,537,5.0
1106,537,5.0
1107,537,5.0
1108,537,3.0
1109,537,3.0
1110,537,3.0
1111,537,5.0
1112,537,1.0
1113,537,1.0
1114,537,3.0
1115,537,5.0
1116,537,4.0
1117,537,4.0
1118,537,4.0
1119,537,3.0
1120,537,5.0
1121,537,4.0
1122,537,5.0
1123,537,2.0
1124,537,5.0
1125,540,5.0
1126,540,4.0
1127,540,5.0
1128,540,4.0
1129,540,4.0
1130,540,5.0
1131,540,3.0
1132,541,5.0
1133,541,3.0
1134,541,5.0
1135,541,5.0
1136,541,5.0
1137,541,4.0
1138,541,5.0
1139,541,2.0
1140,542,5.0
1141,542,4.0
1142,547,5.0
1143,547,5.0
1144,547,5.0
1145,547,4.0
1146,547,1.0
1147,547,5.0
1148,548,5.0
1149,548,4.0
1150,548,5.0
1151,548,5.0
1152,548,5.0
1153,548,5.0
1154,548,5.0
1155,549,5.0
1156,549,5.0
1157,549,5.0
1158,549,5.0
1159,549,5.0
1160,549,5.0
1161,479,5.0
1162,1383,5.0
1163,1383,5.0
1164,1383,4.0
1165,1383,5.0
1166,1383,3.0
1167,1383,5.0
1168,552,5.0
1169,556,4.0
1170,555,5.0
1171,555,5.0
1172,555,5.0
1173,555,5.0
1174,555,5.0
1175,555,5.0
1176,555,5.0
1177,555,5.0
1178,572,4.0
1179,572,4.0
1180,572,5.0
1181,572,3.0
1182,1420,5.0
1182,572,5.0
1183,572,5.0
1184,572,5.0
1185,572,5.0
1186,573,5.0
1187,573,3.0
1188,573,3.0
1189,573,5.0
1190,573,4.0
1191,805,4.0
1191,574,4.0
1192,574,5.0
1193,574,5.0
1194,574,4.0
1195,574,5.0
1196,574,5.0
1197,574,3.0
1198,574,5.0
1199,557,4.0
1200,557,4.0
1201,557,5.0
1202,557,5.0
1203,557,4.0
1204,557,4.0
1205,577,4.0
1206,577,4.0
1207,577,4.0
1208,577,4.0
1209,577,4.0
1210,577,3.0
1211,577,3.0
1212,577,5.0
1213,581,5.0
1214,581,5.0
1215,581,5.0
1216,581,5.0
1217,581,4.0
1218,587,2.0
1219,587,1.0
1220,552,5.0
1220,677,4.0
1220,592,5.0
1221,592,2.0
1222,594,2.0
1223,594,5.0
1224,594,5.0
1225,594,5.0
1226,594,5.0
1227,594,5.0
1228,596,5.0
1229,596,5.0
1230,596,5.0
1231,599,5.0
1232,599,5.0
1233,599,5.0
1234,599,5.0
1235,599,5.0
1236,599,5.0
1237,601,5.0
1238,601,5.0
1239,1569,4.0
1239,601,5.0
1240,209,2.0
1240,601,4.0
1241,601,5.0
1242,601,5.0
1243,601,4.0
1244,603,4.0
1245,603,5.0
1246,603,1.0
1247,603,4.0
1248,603,1.0
1249,603,5.0
1250,603,5.0
1251,605,5.0
1252,605,5.0
1253,605,3.0
1254,605,1.0
1255,605,5.0
1256,617,3.0
1257,617,2.0
1258,617,5.0
1259,618,4.0
1260,618,5.0
1261,618,4.0
1262,618,3.0
1263,618,4.0
1264,618,3.0
1265,559,5.0
1266,559,5.0
1267,559,5.0
1268,559,5.0
1269,559,3.0
1270,559,5.0
1271,559,5.0
1272,624,5.0
1273,624,4.0
1274,624,5.0
1275,625,1.0
1276,627,5.0
1277,627,5.0
1278,627,1.0
1279,627,4.0
1280,627,5.0
1281,627,5.0
1282,628,4.0
1283,628,4.0
1284,628,4.0
1285,629,5.0
1286,629,5.0
1287,629,5.0
1288,629,1.0
1289,629,1.0
1290,629,5.0
1291,631,5.0
1292,1087,4.0
1292,631,4.0
1293,631,4.0
1294,633,5.0
1295,633,5.0
1296,633,5.0
1297,635,5.0
1298,637,5.0
1299,640,5.0
1300,642,5.0
1301,642,5.0
1302,642,5.0
1303,642,5.0
1304,642,3.0
1305,645,5.0
1306,648,5.0
1307,648,5.0
1308,648,4.0
1309,648,5.0
1310,648,5.0
1311,648,5.0
1312,648,5.0
1313,649,5.0
1314,649,5.0
1315,653,5.0
1316,653,5.0
1317,653,4.0
1318,653,5.0
1319,653,5.0
1320,653,4.0
1321,653,3.0
1322,653,5.0
1323,653,5.0
1324,654,4.0
1325,1148,5.0
1325,654,2.0
1326,654,5.0
1327,654,5.0
1328,654,5.0
1329,654,5.0
1330,654,5.0
1331,659,5.0
1332,659,5.0
1333,1232,5.0
1333,662,4.0
1334,662,5.0
1335,662,5.0
1336,662,5.0
1337,662,3.0
1338,662,5.0
1339,665,5.0
1340,665,5.0
1341,665,4.0
1342,665,1.0
1343,665,5.0
1344,665,5.0
1345,665,1.0
1346,665,5.0
1347,668,5.0
1348,668,4.0
1349,668,4.0
1350,668,5.0
1351,1013,5.0
1351,1792,4.0
1351,668,2.0
1352,668,5.0
1353,668,5.0
1354,673,5.0
1355,673,5.0
1356,1315,5.0
1356,780,5.0
1356,564,5.0
1356,563,5.0
1357,564,5.0
1358,1088,3.0
1358,676,4.0
1359,676,3.0
1360,676,5.0
1361,676,3.0
1362,676,3.0
1363,676,3.0
1364,676,5.0
1365,677,4.0
1366,677,5.0
1367,682,5.0
1368,682,5.0
1369,1160,5.0
1369,1767,4.0
1369,682,4.0
1370,682,3.0
1371,686,5.0
1372,686,4.0
1373,686,2.0
1374,686,5.0
1375,686,4.0
1376,686,5.0
1377,686,3.0
1378,686,5.0
1379,687,5.0
1380,687,5.0
1381,687,5.0
1382,687,5.0
1383,687,5.0
1384,687,5.0
1385,687,4.0
1386,688,3.0
1387,567,5.0
1388,567,5.0
1389,567,5.0
1390,693,5.0
1391,693,5.0
1392,694,5.0
1393,694,5.0
1394,694,3.0
1395,694,5.0
1396,699,5.0
1397,699,4.0
1398,699,3.0
1399,699,5.0
1400,699,5.0
1401,699,5.0
1402,699,5.0
1403,699,5.0
1404,700,4.0
1405,700,5.0
1406,950,4.0
1406,700,5.0
1407,950,3.0
1407,372,3.0
1407,700,4.0
1408,700,5.0
1409,700,4.0
1410,705,5.0
1411,705,5.0
1412,708,5.0
1413,708,5.0
1414,710,5.0
1415,710,3.0
1416,710,5.0
1417,710,4.0
1418,710,3.0
1419,710,4.0
1420,710,5.0
1421,710,5.0
1422,712,3.0
1423,712,4.0
1424,712,3.0
1425,712,5.0
1426,712,4.0
1427,712,5.0
1428,712,3.0
1429,712,4.0
1430,716,5.0
1431,716,5.0
1432,716,5.0
1433,716,5.0
1434,716,5.0
1435,716,5.0
1436,716,5.0
1437,716,5.0
1438,721,1.0
1439,723,5.0
1440,723,5.0
1441,723,5.0
1442,723,5.0
1443,723,5.0
1444,723,5.0
1445,723,5.0
1446,725,4.0
1447,725,3.0
1448,725,4.0
1449,726,5.0
1450,1667,4.0
1450,726,2.0
1451,726,4.0
1452,1574,4.0
1452,3,4.0
1452,726,4.0
1453,726,1.0
1454,726,5.0
1455,726,5.0
1456,726,5.0
1457,733,1.0
1458,733,5.0
1459,733,5.0
1460,736,4.0
1461,736,2.0
1462,736,5.0
1463,568,5.0
1464,568,5.0
