user_id,id,rating
168,69,5
169,74,5
170,74,5
171,74,4
172,74,5
173,74,2
174,74,5
175,74,4
176,74,5
177,75,5
178,75,5
179,75,5
180,75,5
181,75,5
182,75,5
183,75,5
184,75,5
185,76,5
186,76,5
187,77,5
188,79,4
189,79,5
190,79,5
191,79,5
192,79,5
193,79,5
194,79,5
195,79,5
196,81,5
197,81,4
198,81,5
199,81,5
200,81,5
201,81,5
202,81,5
203,81,4
204,82,5
205,82,5
206,83,5
207,83,5
208,83,5
209,87,4
210,87,5
211,87,5
212,87,4
213,87,5
214,87,5
215,88,5
216,88,5
217,88,5
218,88,5
219,88,5
220,88,5
221,88,5
222,88,5
223,89,5
224,89,5
225,89,5
226,89,5
227,89,3
228,89,5
229,89,5
230,89,5
231,92,5
232,92,3
233,92,1
234,92,5
235,92,5
236,92,5
237,92,3
238,92,5
116,96,4
239,96,4
240,96,4
241,96,5
242,96,4
243,96,5
244,96,5
245,96,5
248,99,5
249,103,5
250,103,4
251,103,4
252,103,5
253,103,5
254,103,3
255,103,5
256,103,3
257,105,5
258,105,5
259,105,5
260,105,3
261,105,4
262,105,3
263,105,4
264,105,5
270,109,5
271,111,5
272,111,5
273,111,5
274,111,5
275,111,5
276,111,5
277,111,5
278,111,1
279,116,5
280,116,5
281,116,5
282,116,5
283,116,5
284,116,4
285,116,4
286,116,4
287,117,5
288,120,4
289,120,4
290,120,5
291,121,5
292,121,5
293,121,4
294,126,5
295,126,5
296,126,5
297,126,5
298,126,5
299,126,5
300,126,5
301,126,5
302,129,4
303,129,5
304,129,5
305,129,4
306,138,5
307,138,5
308,138,5
309,138,4
310,138,5
311,139,5
312,139,5
313,139,5
314,139,5
315,139,5
316,139,5
317,139,5
318,139,4
116,140,4
319,140,5
320,140,5
321,140,5
322,140,5
323,140,5
324,145,3
325,145,5
326,145,1
327,145,4
328,145,5
329,145,5
330,145,4
331,145,3
332,146,3
333,146,5
334,146,4
335,146,4
336,146,3
337,146,5
338,146,3
339,146,5
340,147,5
341,148,4
342,148,5
343,148,3
344,148,5
345,148,5
346,148,4
347,148,4
348,148,5
349,150,5
350,150,3
351,150,4
352,150,5
353,150,3
354,150,5
355,150,5
356,150,5
357,151,5
358,151,4
359,151,5
360,151,5
361,151,2
362,151,5
363,151,5
364,151,5
365,153,5
366,153,5
367,153,5
368,153,4
369,153,5
370,153,4
371,153,4
372,154,5
373,154,5
374,154,5
375,154,5
376,154,4
377,154,5
378,156,5
378,1846,5
379,156,5
379,1846,5
380,156,4
380,1846,4
381,156,4
381,1846,4
382,156,5
382,1846,5
383,156,5
383,1846,5
384,156,3
384,1846,3
385,156,4
385,1846,4
386,157,3
387,157,5
388,157,4
389,157,5
390,157,5
391,157,4
392,157,5
393,157,5
394,161,4
395,161,5
396,161,4
397,161,5
398,161,5
399,161,4
400,161,4
401,161,5
402,168,5
403,169,4
404,169,5
405,169,5
406,169,5
407,169,3
408,169,2
409,169,2
410,169,5
411,170,5
412,170,5
413,173,3
414,173,4
415,174,5
416,174,1
417,175,5
418,175,5
419,175,5
420,175,5
421,175,5
422,175,5
423,175,1
424,175,2
425,177,5
426,177,1
427,177,1
428,177,5
429,177,4
430,177,5
431,177,1
432,177,5
433,179,2
434,179,5
435,179,5
436,179,4
162,179,5
437,179,2
438,179,4
439,179,4
440,180,5
441,180,5
442,180,3
443,180,4
444,180,5
445,180,3
446,180,1
447,180,5
448,185,4
449,185,1
450,185,5
451,185,3
452,185,4
453,185,5
454,185,3
455,185,3
456,187,5
457,187,5
458,187,4
459,187,1
460,187,3
461,187,5
462,187,5
463,187,1
464,189,5
465,189,4
466,189,4
467,189,5
468,189,2
469,189,4
470,189,3
471,189,3
472,190,5
473,190,5
474,190,5
475,190,5
62,190,4
476,190,4
477,190,5
478,190,5
378,193,5
479,193,4
480,193,5
481,193,5
482,193,5
483,193,5
484,193,4
485,193,5
486,195,5
283,195,5
487,195,5
488,195,5
489,195,5
490,195,5
491,195,5
492,195,5
493,196,5
494,196,4
495,196,5
496,196,5
497,196,5
498,196,5
499,196,4
500,196,3
506,205,4
507,205,5
508,205,5
509,205,5
510,205,4
511,205,5
512,205,5
513,205,5
514,206,5
515,206,4
516,206,5
517,206,3
518,206,4
519,206,5
520,206,1
521,206,5
522,209,2
523,209,4
524,209,4
525,209,5
526,209,4
527,209,4
528,209,3
529,209,5
530,212,5
531,215,4
26,215,5
532,215,5
533,215,5
534,215,2
535,215,5
536,215,5
537,215,3
538,216,5
539,216,4
540,216,5
541,216,3
542,216,4
543,216,5
544,216,1
545,216,5
546,217,4
547,217,5
548,217,4
549,217,5
550,217,5
551,217,5
552,217,5
553,218,5
554,218,4
555,218,4
523,218,3
556,218,5
557,218,4
558,218,5
559,218,5
560,219,4
116,219,5
547,219,5
561,219,5
562,219,5
563,219,3
564,219,3
552,219,5
364,222,5
565,222,5
566,222,5
567,222,5
568,228,5
569,228,5
413,229,2
570,229,5
571,229,5
572,229,4
573,232,1
574,232,5
575,233,5
576,233,5
577,233,5
578,233,4
579,233,5
580,233,3
581,233,5
582,233,5
583,234,5
584,234,5
585,234,5
586,234,5
587,234,5
588,234,3
589,234,5
590,234,5
591,235,5
592,235,3
593,235,5
594,235,5
595,235,5
596,235,5
597,235,5
598,235,5
599,238,4
600,238,5
601,238,3
602,238,2
603,238,5
604,238,5
605,238,5
606,238,3
607,242,5
608,242,5
609,242,5
610,242,5
611,242,4
612,243,3
613,243,5
255,243,5
614,243,5
615,243,5
616,243,3
617,243,3
618,243,3
619,247,5
620,247,5
621,247,3
622,247,5
623,247,5
624,247,4
625,247,3
626,247,5
627,251,5
628,251,3
629,251,3
630,251,4
631,251,4
560,251,4
632,251,5
633,251,5
634,253,5
635,253,4
636,253,5
637,253,5
638,253,1
639,253,5
640,253,5
641,253,5
642,253,5
643,255,5
644,255,5
645,255,5
646,255,3
647,255,5
648,255,5
649,255,1
650,261,5
651,261,5
652,261,5
653,261,5
654,261,5
655,261,5
656,261,4
657,261,5
664,267,5
673,270,5
674,270,5
675,270,5
676,270,5
677,270,5
678,270,3
679,270,5
680,270,4
681,271,5
682,271,4
339,271,4
683,271,3
684,271,3
685,271,4
686,271,4
687,271,4
339,273,3
688,273,4
689,273,5
690,273,5
691,273,5
334,273,5
692,273,5
295,273,5
693,276,5
665,276,5
694,276,5
695,276,4
696,276,5
697,276,5
698,276,3
699,276,4
700,277,5
701,277,4
702,277,5
703,277,5
704,277,5
705,277,5
706,277,4
707,277,5
708,279,5
709,279,5
710,279,5
711,279,5
712,279,5
713,279,5
41,279,5
339,279,4
714,280,5
561,281,4
715,281,5
716,281,4
717,281,5
718,281,5
719,281,5
720,281,4
721,281,2
722,289,5
723,289,5
724,289,5
725,289,5
726,289,4
727,289,4
728,289,4
729,289,5
730,290,5
731,290,3
732,290,4
733,290,5
734,290,5
735,290,5
736,290,5
737,290,5
738,292,3
739,292,4
740,292,3
741,292,3
742,292,4
743,292,4
545,292,4
744,292,4
745,293,5
746,293,5
747,293,5
748,293,5
749,293,4
750,294,4
751,294,1
752,294,5
753,294,4
754,294,5
755,294,5
490,299,5
756,299,4
757,299,5
758,299,4
759,299,3
760,299,5
761,299,5
762,299,4
763,302,3
764,302,5
765,302,3
766,302,4
767,302,1
768,302,1
769,302,5
770,302,3
771,304,3
772,304,5
773,304,3
774,304,5
775,304,5
776,304,4
777,304,5
778,304,5
779,306,5
780,306,5
781,307,5
782,307,5
783,307,5
784,307,1
785,307,5
786,307,1
787,308,5
788,308,4
523,308,5
789,308,4
790,308,5
791,308,5
792,308,5
793,308,5
794,309,5
795,309,2
796,309,5
797,309,5
798,309,5
799,311,5
800,311,4
339,311,4
801,311,5
338,311,5
802,311,4
803,311,4
804,311,5
805,314,5
806,314,5
807,315,1
808,315,5
809,315,5
810,315,3
811,315,3
812,315,5
813,315,5
814,315,5
815,316,1
816,316,1
817,316,5
818,316,5
819,317,5
820,317,3
821,317,4
822,317,4
823,317,5
824,317,4
825,317,4
826,317,5
81,319,5
827,319,5
828,319,4
829,319,4
830,319,5
831,319,5
832,319,5
833,319,5
652,322,4
834,322,5
835,322,5
836,322,3
837,322,5
838,322,1
839,322,4
840,322,1
849,327,5
396,327,3
850,327,3
851,327,2
852,327,4
853,327,3
854,327,4
855,327,4
560,328,4
856,328,5
857,328,5
858,328,4
859,328,5
860,328,4
861,328,4
862,328,5
863,330,3
864,330,5
865,330,5
866,330,5
867,330,5
868,330,5
869,330,5
379,331,5
535,331,5
870,331,5
397,331,4
871,331,4
872,331,5
873,331,5
874,331,4
875,332,4
513,332,4
876,332,3
877,332,4
878,332,4
879,332,4
880,332,5
881,332,5
882,333,5
891,338,5
892,338,5
893,338,5
894,339,5
895,342,5
896,342,5
897,343,5
898,346,4
899,346,3
900,346,5
901,348,5
902,348,5
903,348,5
904,348,5
905,348,5
906,348,5
907,348,5
908,348,5
909,350,4
910,350,3
911,350,5
912,350,5
913,350,4
914,350,4
915,350,2
916,350,5
917,351,3
477,351,5
918,351,1
919,351,3
920,351,5
921,351,5
922,351,5
923,351,5
931,357,5
932,357,4
933,357,5
934,358,5
935,358,5
936,358,4
937,358,5
938,359,5
939,359,5
940,360,5
941,361,1
942,361,5
943,361,5
944,361,5
945,361,3
946,361,4
283,361,5
947,361,4
948,362,5
949,362,5
950,362,5
951,362,3
952,362,5
953,362,5
954,365,5
955,365,5
547,366,4
956,366,5
957,366,4
958,366,5
959,366,5
960,366,4
961,366,1
962,366,5
963,368,5
964,368,5
283,372,5
965,372,5
966,372,4
967,372,5
968,372,3
969,372,5
970,372,5
734,372,5
971,373,4
972,373,5
973,373,5
974,376,5
975,376,5
976,376,5
977,377,1
978,378,3
979,378,5
980,378,5
981,378,5
982,378,1
983,383,5
984,383,5
985,383,5
986,383,5
987,383,5
988,383,5
989,383,5
990,383,1
560,384,5
991,384,5
992,384,5
993,384,5
994,384,2
995,384,5
996,384,4
997,384,5
998,385,5
999,385,5
1000,385,4
1001,385,5
1002,385,5
1003,385,4
42,385,5
1004,385,5
1005,388,5
1006,388,5
1007,389,3
1008,389,5
1009,389,5
1010,389,3
1011,389,4
1012,389,5
1013,389,3
1014,389,5
1015,391,5
1016,391,5
1017,391,5
245,391,5
1018,391,3
1019,391,4
1020,391,5
1021,391,3
298,392,5
1022,392,5
1023,392,5
1024,392,5
1025,392,5
1026,392,4
1027,392,5
1028,392,5
1029,393,3
1030,393,3
1031,393,4
1032,393,5
1033,393,1
1034,393,5
1035,393,4
1036,393,3
1037,394,5
1038,394,5
1039,394,5
1040,394,5
1041,394,5
1042,394,1
1043,398,5
1044,399,1
1045,399,5
1046,400,5
1047,401,5
1048,401,5
1049,402,5
1050,407,5
1051,407,5
1052,407,3
1053,408,5
1054,409,2
1055,409,4
1056,409,5
1050,410,5
1057,410,5
1058,410,5
1059,410,4
1060,410,5
1061,410,5
1062,410,5
1063,410,5
1064,412,5
1065,412,5
1066,412,5
1067,412,5
1068,412,5
1069,412,4
1070,412,2
1071,414,5
1072,414,5
1073,414,5
1074,414,5
879,414,4
1075,414,5
1076,414,4
1077,414,5
1078,416,5
1079,416,5
1080,416,4
1081,416,5
1082,416,4
1083,416,4
1084,416,5
1085,416,4
1086,335,4
1087,335,4
715,335,5
1088,335,3
1089,335,5
1090,335,3
1091,335,4
1092,335,4
1094,423,5
1095,423,5
1096,423,4
1097,423,4
1098,423,3
1099,423,5
1100,423,4
1101,423,5
1102,427,5
1103,427,5
1104,433,5
1105,433,5
1106,433,4
1107,433,5
1108,433,5
944,433,5
1109,433,4
1110,433,4
1111,438,5
1112,438,4
1113,438,5
1114,438,5
1115,438,5
1116,438,3
1117,438,5
1118,438,4
1111,439,5
1112,439,4
1113,439,5
1114,439,5
1115,439,5
1116,439,3
1117,439,5
1118,439,4
1119,441,4
1120,441,2
1121,441,5
1122,441,5
1123,441,5
1124,441,4
1125,441,4
1126,441,4
1127,442,5
1128,442,5
848,442,4
1129,442,5
1130,442,5
1131,442,5
545,442,5
1132,442,5
1133,444,5
668,444,4
1134,444,5
1135,444,5
1136,444,5
734,444,4
1137,444,5
1138,444,5
1139,446,5
1140,448,4
1141,448,5
1142,448,5
1143,448,5
1144,448,5
1145,448,5
1146,448,5
1147,448,4
1148,449,3
1149,449,4
1150,449,4
1151,449,5
1152,449,5
1153,449,5
1154,449,5
1155,449,5
1156,455,5
1123,455,4
1157,455,5
1158,455,3
1159,455,5
1160,455,5
1161,455,5
1162,455,5
1163,457,1
1164,457,5
1165,457,5
1166,457,5
1167,459,5
1168,459,5
1169,459,5
1170,459,5
1171,459,4
165,461,4
1172,461,3
1173,461,3
1174,461,2
1175,461,4
1176,462,5
1177,463,5
474,463,5
475,463,5
478,463,5
1178,463,5
1179,463,5
357,463,5
1180,463,5
1181,464,5
1182,464,5
1183,464,5
1184,464,4
1185,464,5
1186,464,5
1187,464,4
1188,464,4
1189,466,5
1190,466,4
119,466,4
1191,466,5
1192,466,5
1193,466,4
1194,466,5
1195,466,4
1196,467,4
339,467,4
1197,467,5
1198,467,1
1199,467,4
1200,467,1
1201,467,5
1202,467,5
1211,469,5
556,469,5
1212,469,5
1213,469,5
1214,469,4
250,469,5
1215,469,5
1216,469,4
1217,471,4
1218,471,1
1219,475,2
1220,475,3
1221,476,5
1222,476,5
1223,476,4
1224,476,4
1225,476,4
1226,476,5
1227,476,5
1228,476,5
1229,477,5
1230,477,5
1231,477,5
1232,477,5
1233,478,4
1234,478,4
1235,478,5
1236,478,5
1237,478,5
938,478,5
488,478,5
1238,478,4
1239,479,5
116,481,4
1240,481,3
1241,481,5
1242,481,5
1243,481,5
1244,481,4
1245,481,4
1246,481,5
1249,488,5
1250,488,5
1251,488,5
1252,488,5
722,488,5
1253,488,5
1254,488,5
1255,488,5
1259,492,5
1260,492,4
1261,492,5
1262,492,3
79,492,5
1263,492,1
1264,492,3
1265,492,3
1266,493,4
1267,493,5
1268,493,3
1269,493,4
1270,493,3
158,493,2
1271,493,5
1272,493,5
1273,496,4
1274,497,1
1275,497,4
1276,497,1
1277,497,5
1278,497,4
1279,498,5
1280,498,4
1281,498,5
1282,498,5
1283,498,3
1284,498,5
1285,498,4
1286,498,4
734,501,4
1287,501,3
1288,501,3
623,501,5
1289,501,5
1290,501,3
1291,504,5
1292,504,5
1293,504,5
1294,506,5
1295,508,5
1296,508,5
1297,508,5
1298,508,5
1299,508,5
1300,508,5
1301,508,5
1302,508,5
1303,509,5
1304,509,4
1305,509,5
1306,509,5
1307,509,5
1308,509,5
1309,509,3
1310,510,4
119,510,5
1311,510,4
1312,510,4
1313,510,5
1314,510,5
1315,510,4
1316,510,5
1317,513,5
1318,513,5
1319,513,3
1320,513,1
1321,513,5
1322,513,5
1323,513,1
1324,513,5
1325,514,5
1326,514,5
1327,514,5
1328,514,3
1333,520,4
1334,520,4
510,520,4
1335,520,4
1336,520,5
1337,520,5
383,520,5
1338,520,5
1349,524,5
1350,527,5
1351,527,5
1352,527,5
1353,527,1
1354,527,5
1355,527,5
1436,534,5
847,534,5
652,534,5
1443,534,4
1444,534,5
1445,534,4
1446,534,3
1447,534,4
1448,537,5
1449,537,5
1450,537,5
1451,537,5
1452,537,3
1453,537,3
1454,537,3
1455,537,5
1456,537,1
1457,537,1
1458,537,3
1459,537,5
1460,537,4
1461,537,4
1448,537,5
1462,537,4
1463,537,3
1464,537,5
1465,537,4
1466,537,5
1467,537,2
1468,537,5
1469,540,5
1470,540,4
1471,540,5
1472,540,4
1473,540,4
1474,540,5
987,540,4
1475,540,3
1484,542,5
1485,542,4
1486,544,5
1487,544,5
1488,544,5
1489,544,5
1490,544,5
1491,544,5
106,544,5
1593,547,5
1594,547,5
1595,547,5
1596,547,4
1597,547,1
1598,547,5
1593,547,5
1594,547,5
1595,547,5
1596,547,4
1597,547,1
1598,547,5
1612,548,5
1613,548,4
1614,548,5
1615,548,5
1616,548,5
1617,548,5
1618,548,5
407,548,3
1885,555,5
1886,555,5
1887,555,5
1888,555,5
1889,555,5
1890,555,5
1891,555,5
1892,555,5
1893,556,4
1907,558,5
1908,558,5
1909,558,5
1910,558,5
1911,558,5
1912,558,5
1913,558,5
1914,558,5
1915,559,5
1916,559,5
1917,559,5
1918,559,5
1919,559,3
1920,559,5
1921,559,5
1922,563,5
1922,564,5
1923,564,5
1924,567,5
1925,567,5
1926,567,5
1927,568,5
1928,568,5
1929,568,5
1930,568,4
1931,568,4
1932,568,5
1933,568,5
1934,568,2
1935,572,4
1936,572,4
1937,572,5
1938,572,3
1939,572,5
1940,572,5
1941,572,5
1942,572,5
1943,573,5
1131,573,5
1234,573,5
1944,573,3
1945,573,3
1177,573,5
1946,573,4
1906,573,4
1947,574,4
1948,574,5
1949,574,5
1950,574,4
1951,574,5
1952,574,5
1953,574,3
1954,574,3
1955,577,4
1956,577,4
1957,577,4
1958,577,4
1959,577,4
1960,577,3
1961,577,3
1962,577,5
1963,581,5
1964,581,5
1965,581,5
1966,581,5
1964,581,5
1967,581,4
1968,585,5
1969,585,5
1970,587,2
1971,587,1
689,592,5
1744,592,5
1972,592,2
1973,592,5
1974,592,5
1975,592,5
1976,592,4
1977,592,4
1978,593,5
1979,593,5
1980,593,5
1981,593,5
1982,593,5
1983,594,2
118,594,5
118,594,5
1984,594,5
1985,594,5
1986,594,5
1987,594,5
1988,594,5
1989,596,5
1990,596,5
1991,596,5
1992,596,5
1993,596,5
1994,596,5
1995,596,1
1947,599,5
1996,599,5
1997,599,5
1998,599,5
1999,599,5
2000,599,5
2001,599,5
1434,599,5
2002,601,5
2003,601,5
2004,601,5
522,601,4
2005,601,5
339,601,4
2006,601,5
2007,601,4
1196,603,4
339,603,4
1197,603,5
1198,603,1
1199,603,4
1200,603,1
1201,603,5
1202,603,5
2008,605,5
2009,605,5
2010,605,3
369,605,5
2011,605,1
2012,605,5
2013,607,5
2019,617,3
2020,617,2
2021,617,5
2022,617,2
2023,617,3
2024,617,5
711,618,4
2025,618,4
64,618,5
2026,618,4
62,618,4
2027,618,3
2028,618,4
2029,618,3
2030,624,5
2031,624,4
2032,624,5
2033,624,4
2034,624,4
2035,624,5
2036,624,5
2037,624,5
2038,625,1
2039,627,5
2040,627,5
2041,627,1
2042,627,4
2043,627,5
2044,627,5
2045,628,4
2046,628,4
2047,628,4
2048,628,5
1968,628,5
2049,628,5
2050,628,5
2051,628,5
2058,633,5
2059,633,5
2060,633,5
2061,633,4
2062,633,5
2063,633,5
2064,633,3
2065,633,3
2066,635,5
2067,637,5
2068,640,5
847,642,5
435,642,5
2069,642,5
2070,642,5
2071,642,5
2072,642,5
2073,642,3
165,642,4
973,645,5
2074,645,5
2075,647,5
2076,647,5
2077,648,5
2078,648,5
2079,648,4
2080,648,5
2081,648,5
257,648,5
2082,648,5
2083,648,5
2084,649,4
2085,649,5
115,654,3
2086,654,4
2087,654,2
2088,654,5
2089,654,5
2090,654,5
2091,654,5
2092,654,5
2093,653,5
2094,659,5
2095,659,5
2096,662,4
939,662,5
2097,662,5
2098,662,5
1258,662,5
2099,662,5
2100,662,3
2101,662,5
2102,665,5
2103,665,5
2104,665,4
2105,665,1
2106,665,5
2107,665,5
2108,665,1
2109,665,5
1128,666,5
2115,668,5
2116,668,4
2117,668,4
2118,668,5
1033,668,5
2119,668,2
2120,668,5
2121,668,5
2122,673,5
2123,673,5
378,676,4
2124,676,4
2125,676,3
2126,676,5
2127,676,3
2128,676,3
2129,676,3
2130,676,5
1745,677,4
2131,677,5
2132,677,5
853,677,3
1463,677,3
2133,677,5
2134,677,3
1744,677,4
879,682,5
1064,682,4
1073,682,4
2135,682,5
2136,682,5
2137,682,4
396,682,5
2138,682,3
2139,686,5
2140,686,4
2141,686,2
2142,686,5
2143,686,4
2144,686,5
2145,686,3
2146,686,5
283,687,5
2147,687,5
2148,687,5
2149,687,5
2150,687,5
2151,687,5
2152,687,5
2153,687,4
2158,693,5
2159,693,5
2164,699,5
2165,699,4
2166,699,3
2167,699,5
2168,699,5
2169,699,5
2170,699,5
2171,699,5
490,700,5
2172,700,4
2173,700,5
2174,700,5
968,700,4
2175,700,5
1669,700,4
2176,700,4
1258,708,5
2179,708,5
2180,708,5
2182,710,5
2183,710,3
2184,710,5
2185,710,4
2186,710,3
2187,710,4
2188,710,5
2189,710,5
2190,712,3
2191,712,5
2192,712,3
2193,712,4
2194,712,5
2195,712,4
2196,712,3
2197,712,4
2206,716,5
2207,716,5
2208,716,5
2209,716,5
2210,716,5
2211,716,5
2212,716,5
2213,716,5
456,723,5
2214,723,5
506,723,4
2215,723,5
1557,723,5
2216,723,5
2217,723,5
2218,723,5
2219,725,4
2220,725,3
2221,725,4
1000,726,5
2222,726,2
2223,726,4
2224,726,4
2225,726,1
2226,726,5
2227,726,5
2228,726,5
2230,732,5
2231,736,4
2232,736,2
2233,736,5
2234,736,3
2235,736,5
2236,736,5
2237,736,5
2080,736,5
2238,737,2
2239,737,5
257,741,5
2240,741,5
2241,741,5
2242,741,5
2243,741,5
2244,741,4
2245,741,5
489,741,5
2246,744,4
2247,744,5
2248,744,5
2249,744,2
2250,744,3
2251,744,2
2252,744,5
2253,749,1
2254,749,5
2255,749,5
2256,751,5
2257,751,4
2258,751,5
2259,751,3
2260,751,3
2261,751,3
2262,753,5
2263,753,5
2037,753,5
2264,753,5
2284,765,4
2285,765,5
2286,766,5
2292,769,2
2293,769,3
2294,769,5
2295,769,5
2296,769,1
2297,769,5
2298,769,5
2298,769,5
17,4,3
18,4,5
19,4,4
2307,178,0
2308,178,0
2309,178,0
2310,178,0
2311,178,0
2312,178,0
2313,178,0
2314,178,0
2315,210,5
2316,210,5
2317,210,5
2318,210,5
1344,210,5
2319,210,5
1110,210,5
2320,210,5
297,214,5
2321,214,5
2322,214,5
489,214,5
2323,214,4
2324,214,5
225,214,5
620,214,5
2328,297,5
11,297,5
2329,297,5
620,297,5
2330,297,5
2331,297,5
2332,297,4
283,297,5
630,347,4
2333,347,5
2334,347,4
2335,347,5
2336,347,5
2337,347,4
2338,347,5
1763,347,4
2339,334,0
2340,334,0
2341,334,0
2342,334,0
2343,334,0
2344,334,0
2345,334,0
2346,334,0
2347,417,5
2348,417,5
2349,417,5
983,417,5
2350,417,4
968,417,4
734,417,5
2351,417,5
2352,433,5
2353,433,5
2354,433,5
2355,433,5
2356,433,5
2357,433,5
2358,433,5
2359,433,5
1110,552,5
2370,552,5
490,552,5
2240,552,5
1744,552,5
2371,552,5
2372,552,5
2373,552,5
2374,631,5
2375,631,4
2376,631,4
2377,631,4
1872,631,4
2378,631,4
2379,631,5
2380,631,4
2381,717,5
2382,717,4
2383,717,5
2384,717,4
1064,717,4
2385,717,5
2386,717,5
2387,717,5
2388,873,0
2389,873,0
2390,873,0
2391,873,0
2392,873,0
2393,873,0
2394,873,0
2395,873,0
2400,1837,5
2240,1837,5
2401,1837,3
294,1837,4
2402,1837,5
2403,1837,4
2404,1837,5
2405,1837,5
1902,1020,5
2406,1020,5
2407,1020,5
2408,1064,5
2409,1064,5
2410,1065,5
2411,1065,5
2413,1087,5
1110,1087,4
2375,1087,4
2414,1087,5
2415,1087,5
2416,1087,5
296,1087,5
2417,1087,4
2418,1159,5
2419,1159,5
2420,1159,5
2421,1159,5
2422,1159,5
2423,1159,4
14,1159,5
2424,1159,5
2432,1183,5
2433,1183,5
2240,1183,5
283,1183,5
808,1183,5
2434,1183,4
2435,1183,5
15,1183,5
2436,1346,5
2437,1346,5
2438,1346,4
2442,1437,5
2443,1437,5
2444,1437,5
2445,1437,5
2446,1437,4
2447,1437,5
2448,1437,5
2449,1437,5
2450,1451,0
994,1451,0
2451,1451,0
2452,1451,0
2453,1451,0
2454,1451,0
2455,1451,0
2456,1451,0
492,1472,5
2457,1472,5
2458,1472,5
2459,1472,5
1769,1472,5
2188,1472,5
2460,1472,5
2461,1472,5
2462,1527,5
2463,1527,5
2464,1527,5
9,2,4
10,2,5
11,2,5
2465,892,0
2466,892,0
2467,892,0
1252,892,0
2468,892,0
15,892,0
2469,892,0
2470,892,0
2480,1581,1
2481,1581,4
2482,1581,2
2483,1581,4
2484,1581,5
2485,1581,3
2486,1581,1
2487,1581,1
2488,1648,5
2489,1648,5
2490,1648,5
2491,1648,5
2492,1648,5
2493,1648,5
15,1648,5
2494,1648,5
490,1594,5
2502,1594,2
2503,1594,3
2504,1594,5
333,1594,4
2505,1594,4
542,1594,4
2506,1594,5
2507,1687,5
1386,1687,5
2508,1687,5
2509,1687,5
1340,1687,5
2510,1687,5
2511,1687,5
942,1687,5
2512,1700,5
2513,1696,4
2514,1696,4
2515,1696,4
1249,291,5
1249,1842,5
2359,291,5
2359,1842,5
2537,291,4
2537,1842,4
1344,291,4
1344,1842,4
2538,291,5
2538,1842,5
1342,291,5
1342,1842,5
2539,291,5
2539,1842,5
2540,291,5
2540,1842,5
1249,291,5
1249,1842,5
2359,291,5
2359,1842,5
2537,291,4
2537,1842,4
1344,291,4
1344,1842,4
2538,291,5
2538,1842,5
1342,291,5
1342,1842,5
2539,291,5
2539,1842,5
2540,291,5
2540,1842,5
1,1,3
2,1,5
3,1,3
2358,1561,5
1744,1561,5
2335,1561,5
2541,1561,5
944,1561,5
2542,1561,5
2543,1561,5
2544,1561,3
2547,123,5
2548,123,5
2549,123,5
2550,123,5
2551,123,5
2552,123,5
2553,123,5
2554,123,5
2555,3,5
2556,3,5
2557,3,5
2570,1459,5
2571,1459,5
2572,1459,5
2573,1459,5
2574,1459,5
2575,1459,3
2576,1459,5
2577,1459,5
2537,1803,5
2510,1803,5
2590,1803,5
2591,1803,5
2592,1803,5
14,1803,4
2433,1803,5
2593,1803,5
1301,1812,5
2594,1812,4
2595,1812,5
2502,1812,5
2596,1812,4
954,1812,5
