id,name,address,latitude,longitude,location,types,
3488,Royal Mountain Hotel and Restaurant,"G7RW+WP3, taanachaoka 33500, naepaala",28.5422639,84.2967802,taanachaoka, trek,
3489,Rubin Bade's Art Gallery,"JGM9+GWM, banaepaa 45210, naepaala",27.6337844,85.5197828,banaepaa, art_gallery,
3490,Ruby Valley,"5375+F6Q, 45100, naepaala",28.1637243,85.0580965,45100, art_gallery,
3491,"Ruby Valley, Dhading, Nepal","53HM+2FR, 45100, naepaala",28.1776034,85.0836344,45100, park,
3492,Rudra Lake Baglung Nepal,"7HGJ+XJH, Baglung 33300, Nepal",28.2774326,83.581615,5,Baglung,
3493,Rudrabarna Mahabihar,,27.66820681,85.32719443,0,,
3494,Rudraman Gurung Memorial Park,"Baglung-10, Bhakunde, Nepal",28.2774326,83.581615,5,Bhakunde,
3495,Rudrayani Mandir,,27.67241756,85.29707624,0,,
3496,Rukum,"HHW2+M9X, mausaiikaota 22000, naepaala",28.5967294,82.5509966,mausaiikaota, trek,
3497,Rukum sanibheri3 pedi,"3 pedi, garayalaa 22000, naepaala",28.6608486,82.3526288,garayalaa, tourist_attraction,
3498,Rumalbari Picnic Spot,"3FW9+F2P, gawaadhaa 33300, naepaala",28.0962078,83.4675715,gawaadhaa, picnic,
3499,Rumba jharna,"R9QQ+P56, samaunadaradaewaii 44900, naepaala",27.8392851,85.3878863,samaunadaradaewaii, hike,
3500,Runti Gadhi raunataiigadhaii,"5GC4+G4, daubaiidaamdaa 22100, naepaala",28.1712577,82.5053156,daubaiidaamdaa, historic_site,
3501,Runtigadhi Gaupalika,"5GP3+FFW, jhaenaama 22100, naepaala",28.1862474,82.5036997,jhaenaama, aquarium,
3502,Runtigadhi Gaupalika 8 Siulibang rolpa,"Jhenam 7, siulibanga, naepaala",28.2233093,82.4351393,siulibanga, mosque,
3503,Runtigadhi Rural Municipality,"5GR4+72G, jhaenaama 22100, naepaala",28.1906915,82.5050644,jhaenaama, monument,
3504,Rup patan,"RR76+2VJ, ranamaamaaikaota 22000, naepaala",28.8125893,82.8121502,ranamaamaaikaota, hike,
3505,Rupaitha- Jamma Masjid,"MWMH+VJ5, Unnamed Road, janakapaura 45600, naepaala",26.6842327,85.9256033,Unnamed Road, mosque,
3506,Rupakot Danda raupaakaota daamdaa,"7Q6J+JX7, daikataela 56200, naepaala",27.2615401,86.7824351,daikataela,,
3507,Rupakot Resort,"Maidan -6, Rupakot, paokharaa, naepaala",28.1554003,84.1301573,Rupakot, picnic,
3508,Rupandehi View Area,"PGGM+F7, daobhaana 32500, naepaala",27.7262386,83.5332068,daobhaana, hike,
3509,Rupani Bazar,"Rupani Bazar, raayapaura 56400, naepaala",26.6286385,86.7158573,raayapaura, monument,
3510,Rupani park,"raayapaura 56400, naepaala",26.6277682,86.7194978,naepaala, park,
3511,Rupinala trek trail,"7QG6+J3, uiyaa, naepaala",28.2765216,84.7602034,uiyaa, trek,
3512,SAHIDBHUMI GAUNPALIKA SAHID GATE,"X7HC+3VG, aaँkhaisalalaa 56800, naepaala",26.9777,87.2722,aaँkhaisalalaa, museum,
3513,SALHES MANDIR(SALHES TEMPLE),"Salhes temple,bhagwanpur 2, Laraha, naepaala",26.6101748,86.4717001,bhagwanpur, hindu_temple,
3514,SALLENI BAN,"RP8V+64J, jalapaa 32500, naepaala",27.8155959,83.7427567,jalapaa, picnic,
3515,SANGACHWOK-DADUWA,"MPM8+656, saaँgaachaoka, naepaala",27.6830438,85.7153754,saaँgaachaoka, tourist_attraction,
3516,SB,"paasaanga lahaamau raajamaaraga, baidaura 44900, naepaala",27.9407509,85.1572659,baidaura,,
3517,SDA church Udaypur damouti,"PJRG+95, taraiyaugaa 56400, naepaala",26.7409599,86.6254092,taraiyaugaa,,
3518,SHILPI MUSEUM,"waesaiishahara 33600, naepaala",28.205943,84.3707288,naepaala,,
3519,SHIVA CAVE shaiwa gauphaa,"daamaachaaura 22100, naepaala",28.3825804,82.3563866,naepaala, museum,
3520,SHONA,"VH74+3C8, malamgawaa 45800, naepaala",26.8626548,85.5560635,malamgawaa, tourist_attraction,
3521,SINDHULI GADHI MAIN GATEWAY,"7XH5+FV3, B.P. Highway, ratanachauraa 45900, naepaala",27.2786354,85.9596608,B.P. Highway, historic_site,
3522,SU FLOWERHORN AQUARIUM,"02, Lazimpat, 44600, naepaala",27.7196446,85.3183573,Lazimpat,,
3523,SUKRAULI SMALL DAM,"GJQF+X4F, saukaraaulaii 33007, naepaala",27.5399289,83.6227859,saukaraaulaii, amusement_park,
3524,SUNNI MOSQUE (masajaida),"Unnamed Road, 33007, naepaala",27.391961,83.8382888,33007, mosque,
3525,Saadiya Collection nd trekking gears hub,"waesaiishahara 33600, naepaala",28.2362716,84.3737618,naepaala, trek,
3526,Sabha Pokhari,"GF34+MR, sabhaapaokharaii 56900, naepaala",27.5045616,87.4566798,sabhaapaokharaii, tourist_attraction,
3527,Sabha Pokhari Temple,"493V+P9, phaulaeka 56800, naepaala",27.1043785,87.3933704,phaulaeka, hindu_temple,
3528,Sabuni,"GJ4R+5X2, raamagaraama 33007, naepaala",27.5055856,83.6424226,raamagaraama, hindu_temple,
3529,Sachin Art Gallery,"Syangja- Sataun Road, Putalibazar 33800, Nepal",28.1043191,83.8738888,Putalibazar,"art_gallery, point_of_interest, establishment",
3530,Sadhuholi Simsar Tourism Area,"MPMF+Q6W, Unnamed Road, lakhanapaura, naepaala",26.6844968,87.7230629,Unnamed Road, tourist_attraction,
3531,Sadhukuti Temple Jhapa,"P26V+J27, Kalish Than Road, baudhawaarae 57200, naepaala",26.7115155,88.0425632,Kalish Than Road, hindu_temple,
3532,Safal Park,"M864+FXP, Lalitpur 44600, Nepal",27.6612102,85.3074545,Lalitpur,"park, point_of_interest, establishment",
3533,Safari Chitwan,"G9H3+MM4 Route Patithani, 44200, naepaala",27.529131,84.3542049,44200, tourist_attraction,
3534,Sagar,"X3Q3+4MM, mahaagadhaiimaaii 44400, naepaala",26.9874551,85.0541672,mahaagadhaiimaaii, hike,
3535,Sagar Home,"PJC4+48G, mahaadaewasathaana manadana 45200, naepaala",27.7203061,85.6058221,mahaadaewasathaana, hike,
3536,Sagrahawa,"J37Q+6G9, kapailawasatau 32800, naepaala",27.6130267,83.08886,kapailawasatau, monument,
3537,Sagurigadhi Picnic Park,"W9CJ+5RW, khauwaaphaoka 56800, naepaala",26.9204874,87.3820736,khauwaaphaoka, picnic,
3538,Sahalkot Church,"RX36+37, sahaalakaota 32500, naepaala",27.8026326,83.9606732,sahaalakaota, church,
3539,Sahani Arts Bhairahawa,"paraasaii raoda, saidadhaarathanagara 32900, naepaala",27.5056676,83.4593622,saidadhaarathanagara, art_gallery,
3540,Sahari Harit Park,"M99P+G7P, ananatalaingagaeshawara, naepaala",27.6688477,85.385712,ananatalaingagaeshawara, park,
3541,Saharwa,"JH33+77, dhanagadaii 56400, naepaala",26.6032206,86.553173,dhanagadaii, park,
3542,Sahayoginagar Park,"M8JP+2VH, Kathmandu 44600, Nepal",27.6798765,85.3370561,Kathmandu,"park, point_of_interest, establishment",
3543,Sahed Dashrathchand memorial trust baitadi,"HC53+9V, dasharathachanada 10200, naepaala",29.5583806,80.4046331,dasharathachanada, monument,
3544,Sahid Memorial Park,"529X+JR3, Bhojpur 57000, Nepal",27.1690194,87.049539,4,Bhojpur,
3545,Sahid Park,"M7JC+QH9, kaiirataipaura 44600, naepaala",27.681907,85.2714891,kaiirataipaura, park,
3546,Sahid Smarak Park,"M8Q2+8GM, Lalitpur 44600, Nepal",27.6883469,85.3013095,Lalitpur,"park, point_of_interest, establishment",
3547,Sahid Smarak Stambha,"X8CV+9CJ, Dharan Dhankuta Hwy, dhanakautaa 56800, naepaala",26.9709728,87.3435191,Dharan Dhankuta Hwy, monument,
3548,"Sahid Smirti Park, Gajuri","4V55+7R2, Pyuthan 22300, Nepal",28.1081469,82.8595214,Pyuthan,"park, point_of_interest, establishment",
3549,Sahid Smriti Park,"26WH+5M5, parashauraama 10400, naepaala",29.045385,80.2292473,parashauraama, park,
3550,Sahid Smriti Park DHAULAGIRI BAGLUNG,"7J64+GFF, Baglung 33300, Nepal",28.2613157,83.6061683,0,Baglung,
3551,Sahid Smriti Udyan,"MCFF+CXP, Unnamed Road, Bhaktapur 44800, Nepal",27.6735852,85.4249554,4.2,Unnamed Road,
3552,Sahpur chauk,"WMJ8+PF, dhanakaaula pachhawaaraii 45800, naepaala",26.9317922,85.666201,dhanakaaula, park,
3553,Sailung Mangau,"H2F2+W3R, shaailaungaeshawaora 45500, naepaala",27.5748726,86.0001446,shaailaungaeshawaora, church,
3554,Sailung shaailaunga dolakha,"HX7G+CP, dadhauwaa 45500, naepaala",27.5635784,85.9768675,dadhauwaa, park,
3555,Sailungeshwor Mahadev,"HX6F+HRR, shaailaungaeshawaora 45500, naepaala",27.5614829,85.9745015,shaailaungaeshawaora,,
3556,Sainamaina,"M8PR+XH9, saainaamaainaa 32900, naepaala",27.6874093,83.3414738,saainaamaainaa, historic_site,
3557,Sainamaina Hill Park,"M9X4+GF, saainaamaainaa 32900, naepaala",27.6988642,83.3561615,saainaamaainaa, trek,
3558,Sainamaina Spring Water World and Resort,"Bayarkatti, saainaamaainaa 32900, naepaala",27.6787554,83.3148771,saainaamaainaa, amusement_park,
3559,Saint Timothy Believers Eastern Church,"6MGH+MCM, paokharaa - baagalaunga laokamaaraga, kaushamaa 33400, naepaala",28.2272688,83.6787499,paokharaa - baagalaunga laokamaaraga, church,
3560,Saipal Aquarium Shop,"RH52+V2J, atataraiiyaa 10900, naepaala",28.8097298,80.550002,atataraiiyaa, aquarium,
3561,Saipal Base Camp(East),"VHVM+CP, kaanadaa 10600, naepaala",29.8935035,81.5842866,kaanadaa, hike,
3562,Saiter dil,"J9J3+29P, gaodaawaraii 44700, naepaala",27.6300918,85.353445,gaodaawaraii, hike,
3563,Sajghat picnic sport,"73H2+PQ, saanaagaauँ 10800, naepaala",29.2793167,81.0519576,saanaagaauँ, picnic,
3564,Saka new plat,"M6MJ+8R7, Siraha 56500, Nepal",26.6832938,86.2320519,Siraha,"museum, point_of_interest, establishment",
3565,Salalaenaii Paakhaa Saamaudaayaika Bana,"8H2H+8R5, Unnamed Road, Baglung 33300, Nepal",28.3007654,83.5796088,5,Unnamed Road,
3566,Salan Ganesh Dyo Chhen,,27.673937,85.434589,0,,
3567,Salan Ganesh Temple and the pond,,27.673865,85.435101,0,,
3568,Salbari Park,"M2G7+366, Charali- Sanischare Rd, shanai arajauna 57205, naepaala",26.6751638,88.0130266,Charali- Sanischare Rd,,
3569,Salhesh Temple,"M646+V99, sairaahaa 56500, naepaala",26.6571922,86.2110011,sairaahaa,,
3570,Salik Chowk Park,"M7WG+PVP, Kathmandu 44600, Nepal",27.6968398,85.2771942,Kathmandu,"park, point_of_interest, establishment",
3571,"Salime Daha, Gulmi","585V+C49, waamaiitakasaara 32600, naepaala",28.1585354,83.3428473,waamaiitakasaara, hindu_temple,
3572,Salla Ghari Park,"M98P+8GH, ananatalaingagaeshawara, naepaala",27.6658061,85.3863702,ananatalaingagaeshawara, park,
3573,Salle,"9324+MPV, Ramechhap 45400, Nepal",27.3517252,86.056784,Ramechhap,"park, point_of_interest, establishment",
3574,Salli Bazar (salalaiibajaara),"daewasathala 22200, naepaala",28.5096489,82.0292291,naepaala, zoo,
3575,Salman Ansari,"G449+6W4, harainagaraa, naepaala",26.5055088,87.1198415,harainagaraa, hike,
3576,Salom church,"56000, naepaala",27.4499069,86.7052194,naepaala,,
3577,Salpa Silichung Hiking Trail,"CWF5+F3, saungadaela 57000, naepaala",27.4237427,86.9076702,saungadaela, trek,
3578,Salpa pokhari,"CWWM+QJ, daobhaanae 56900, naepaala",27.4469096,86.9340567,daobhaanae, trek,
3579,Salpasilichho Rural Municipality,"C38F+586, chaaukaiidaamdaa 56900, naepaala",27.415898,87.0721697,chaaukaiidaamdaa, mosque,
3580,Salvation Church,"RG8W+8C, gadhawaa 22414, naepaala",27.8158498,82.5460608,gadhawaa, church,
3581,"Salvation Church, Baijanath","6MGF+X6, kaohalapaura 21904, naepaala",28.2271822,81.6736091,kaohalapaura, church,
3582,"Salyan , Pipalneta","Santi Road, shaaradaa 22200, naepaala",28.3795639,82.1531947,shaaradaa,,
3583,Salyan hill,"H8RR+767, 44700, naepaala",27.590662,85.3405339,44700,,
3584,"Salyan, salayaana","9FR6+VQ2, 33200, naepaala",28.392149,83.4618758,33200, tourist_attraction,
3585,Samakhusi Children Park,"P8F7+JC5, Road, Kathmandu 44600, Nepal",27.7240061,85.3136197,Road,"park, point_of_interest, establishment",
3586,Samari Pauwa,"W2XX+28X, samaaraii 44900, naepaala",27.9476932,85.0481798,samaaraii, tourist_attraction,
3587,Sambhunath Baba Mandir Gate,"JMJP+XQQ, shamabhaunaatha 56400, naepaala",26.6324651,86.6869787,shamabhaunaatha, monument,
3588,Samigish,"M9CM+7H6, ananatalaingagaeshawara, naepaala",27.6711341,85.3840248,ananatalaingagaeshawara, aquarium,
3589,Samrakshanbid Smarak Salik Park (Conservationist Memorial Statue Park),"P69H+6GW, chanadaraagairaii 44600, naepaala",27.7181003,85.228837,chanadaraagairaii, monument,
3590,Samriddhi Aquarium,"5XVW+RC3, paokharaa 33700, naepaala",28.194521,83.9960592,paokharaa,,
3591,Samsara Trekking Pvt Ltd,"amaृta maaraga 10, kaathamaadaauँ 44600, naepaala",27.7122516,85.3122105,kaathamaadaauँ, trek,
3592,Sanctuary,"8CV4+4GR, baahaunadaaँdaa 33600, naepaala",28.3436582,84.4060649,baahaunadaaँdaa, hindu_temple,
3593,Sandakphu West Bengal,"4242+5JV, sanadakaphau, Singalila Forest, saimgaalailaa phaॉraesata, West Bengal 734201, bhaarata",27.1054791,88.0015484,sanadakaphau, trek,
3594,Sandakpur View Tower,"Ilam 57300, Nepal",27.1046917,88.001054,Nepal,"park, point_of_interest, establishment",
3595,Sandhikharka Tattoo House,"Hall line 1, sanadhaiikharaka 32700, naepaala",27.9764761,83.1265024,sanadhaiikharaka, art_gallery,
3596,Sandhikharka View Tower,"X4FC+V97, Kura Road, sanadhaiikharaka 32700, naepaala",27.9746503,83.1209141,Kura Road, historic_site,
3597,Sandhya digital photo studio & computer press,"Dhulikhel Sindhuli Bhittamod Rajmarg, chhairaeshawaranaatha 45600, naepaala",26.8664474,85.9641723,chhairaeshawaranaatha, art_gallery,
3598,Sanfebagar,"66VC+F29, saaँphaewagara 10700, naepaala",29.2436572,81.2201498,saaँphaewagara, trek,
3599,Sanga makhmal.ping,"JFMM+VHW, saaँgaa, naepaala",27.6347385,85.4839604,saaँgaa, tourist_attraction,
3600,Sangachok Gadhi saaँgaachaoka gadhaii,"saaँgaachaoka 45306, naepaala",27.6900685,85.710898,naepaala, tourist_attraction,
3601,Sangam Tole,"PHWX+H59, mahaadaewasathaana manadana, naepaala",27.7464047,85.5979911,mahaadaewasathaana manadana, tourist_attraction,
3602,SangamCity,"MR2W+G8V, mahaenadara raajamaaraga, shaiwasataakashaii, naepaala",26.6513671,87.8457896,mahaenadara raajamaaraga, museum,
3603,Sangcholing Monastery,,26.95996704,88.03566579,0,,
3604,Sangrampur Church,"RRVR+63, haataiisarawaa 45700, naepaala",26.8432184,85.8414105,haataiisarawaa, church,
3605,Sani Bheri,"Sani Bheri, khalangagaa 22000, naepaala",28.6921687,82.2783222,khalangagaa, aquarium,
3606,Sani Mandir,"Shani mandir, 7, raajawairaaja 56400, naepaala",26.5400388,86.7478465,7, monument,
3607,Sanibheri 6 Furkya Dada phaurakayaa daadaa,"P926+6JP Furkya Dada, daulaii 22000, naepaala",28.7005926,82.3615877,daulaii, trek,
3608,Sankata,,27.70208094,85.31216785,0,,
3609,Sankata Mandir,,27.67545482,85.32416185,, Religious Site,
3610,Sankata Marga Mandir Parisar,,27.6900539,85.30941272,, Religious Site,
3611,Sankha Rukum,"Sankha 7 Rukum, Musikot 7, 22000, naepaala",28.6137435,82.5094666,Musikot,,
3612,Sankhamul Park,"Kathmandu 44600, Nepal",27.6788847,85.3312506,Nepal,"park, point_of_interest, establishment",
3613,Sankhu Church,"G8CX+2HH, samkhau 44700, naepaala",27.520065,85.3490002,samkhau, church,
3614,Sankhuwasabha,"9877+HFV, sayaabauna 56900, naepaala",27.3639795,87.3136851,sayaabauna, historic_site,
3615,Sankhuwasabha khandbari,"96V6+3R7, khaaँdabaaraii 56900, naepaala",27.392669,87.2120599,khaaँdabaaraii, historic_site,
3616,Sankhuwasabha new home nagarkot,"PF8J+G9, mahaamanyajausharaii nagarakaota 44600, naepaala",27.7162864,85.4809562,mahaamanyajausharaii, tourist_attraction,
3617,Sankhuwasabha(ishan rai,"96V6+3R7, khaaँdabaaraii 56900, naepaala",27.3926672,87.2120573,khaaँdabaaraii, hike,
3618,Sanni triveni 1 lusa kalikot,"6JM5+R85 1 lusa, maehala maudaii 21300, naepaala",29.2345006,81.6083643,maehala, church,
3619,Sannikot Temple,"47V4+8G2, mangagalasaena 10700, naepaala",29.1432534,81.2562713,mangagalasaena, mosque,
3620,Sano pull skate park,"P7WX+PJ6, taarakaeshawara 44600, naepaala",27.7467756,85.2990227,taarakaeshawara, park,
3621,SanoGadi Picnic Spot,"bharatapaura 44200, naepaala",27.6938142,84.358316,naepaala,,
3622,Sanothimi,"M9JC+FR3, pauraanao baatao, madhayapaura thaimai 44600, naepaala",27.6811478,85.3720428,pauraanao baatao, historic_site,
3623,Sansaarkot Vault,"7HW2+48H Titaure Sansar Kot, Baglung 33300, Nepal",28.2953026,83.5508645,4.7,Baglung,
3624,Sansaarkot samsaarakaota,"baa na paa ७, taitaaurae, Baglung, Nepal",28.2774326,83.581615,0,taitaaurae,
3625,Sansari Mai,"MQ2X+9JC, Pani tanky, Shankar Chowk, Jaleshwar, Mahottari, Nepal., baradaibaasa-jalaeshawara raajamaaraga, jalaeshawara 45700, naepaala",26.6509364,85.7989945,Pani tanky, hindu_temple,
3626,Sansari Maisthan Temple,"F72J+X3M, wairaatanagara 56613, naepaala",26.4523919,87.2801471,wairaatanagara, hindu_temple,
3627,Santa Kumari Pradhan agriculture,"5X58+R64, gadhaiimaaii 44400, naepaala",27.159681,84.9650414,gadhaiimaaii, museum,
3628,Santi AG Church Ramechhap ️,"83GH+VQ, raamaechhaapa 45400, naepaala",27.327115,86.0794958,raamaechhaapa, church,
3629,Santi Agriculture and Animal Husbandry Farm,"849F+5FG, raamaechhaapa 45400, naepaala",27.3179345,86.1237096,raamaechhaapa, zoo,
3630,Santi Bagaicha,"X4CG+W5C, sanadhaikharaka-gaorausaimgae sadaka, sanadhaiikharaka 32700, naepaala",27.9723084,83.1253783,sanadhaikharaka-gaorausaimgae sadaka, park,
3631,Santosh barai,"V78G+5X7, jaimgadawaa baelawaichawaa 1, naepaala",26.8654042,85.2774207,jaimgadawaa, museum,
3632,Santu Art Gallery,"P8FM+C3G, Namuna Galli, kaathamaadaauँ 44600, naepaala",27.7235646,85.3327015,Namuna Galli, art_gallery,
3633,Saphaitar saphaaiitaara,"Shahidbhumi-1, naepaala",26.9109434,87.212243,naepaala, hindu_temple,
3634,Sapkota Gaun (Dandagaun Rasuwa ),"25MQ+H9, daaँdaagaauँ 45000, naepaala",28.0343741,85.1885116,daaँdaagaauँ, tourist_attraction,
3635,Sapta Patal Pokhari,,27.66646525,85.32307187,0,,
3636,Saptakoshi picnic spot,"P3C4+QMQ, parakaashapaura 56300, naepaala",26.7219725,87.0567276,parakaashapaura, picnic,
3637,Saptari Nepal Rupani 5 Basbitti M........ya,"HPJP+8RC, Basbitti 5, naepaala",26.5807935,86.7370049,Basbitti, historic_site,
3638,Saptarishi Temple (shapatarishai manadaira),"J84R+WM6, Unnamed Road, jharauwaaraashaii 44700, naepaala",27.6072927,85.3416768,Unnamed Road, hindu_temple,
3639,Sarah's art,"Changathali Rd, lalaitapaura 44700, naepaala",27.6578571,85.3670163,lalaitapaura, art_gallery,
3640,Sarang Wildlife Sanctuary,"27, Meghauli, Chitwan 44210, Nepal",27.5761575,84.2144993,4.2,Meghauli,
3641,Sarangkot,,28.24614948,83.94788872,0,,
3642,Sarangkot View Point,"6WRX+P5P, Thapa Street, paokharaa 33700, naepaala",28.2418404,83.9479378,Thapa Street, hike,
3643,Sarapa Tol Big Mosque Nepal,"pauurawa pashachaima raajamaaraga 4, maainaasahasharabaahau 56400, naepaala",26.6263654,86.628211,maainaasahasharabaahau, mosque,
3644,Saraswati Park,"M3JF+XHH, bhaimaeshawara nagarapaalaikaa 45500, naepaala",27.6824361,86.0739758,bhaimaeshawara, park,
3645,Saraswati Temple,"95GG+3F9, shaaradaa 22200, naepaala",28.3751601,82.1762209,shaaradaa, hindu_temple,
3646,"Sarawal, Nawalparasi","GP2J+MF5, saraawala 33007, naepaala",27.5016288,83.7312393,saraawala, tourist_attraction,
3647,Sarkari ban(pala),"7GCV+W4, paalaa 33300, naepaala",28.272319,83.5428145,paalaa,,
3648,Sarkegad Rural Municipality,"QXH2+RG5, saayaa 21000, naepaala",29.7795045,81.9513583,saayaa, picnic,
3649,Sarlahi,"3F3G+3W5, shamkarapaura 45800, naepaala",27.0525824,85.4773448,shamkarapaura, tourist_attraction,
3650,Sarumarani 1 bangeshal,"4V23+M87, payauuthaana 22300, naepaala",28.1016595,82.8532928,payauuthaana, art_gallery,
3651,Sasaha Church,"VVVF+QQ6, nailakanatha 45100, naepaala",27.8944234,84.8743989,nailakanatha, church,
3652,Sasambhu temple,"J9RM+8JG, mahaalakashamaii, naepaala",27.6408123,85.3840722,mahaalakashamaii, hindu_temple,
3653,Sasapur,"3HPW+VVH, haraiwana 45804, naepaala",27.0871816,85.5972218,haraiwana, trek,
3654,Sashi Art Gallery,"baetaraawataii bajaara 44900, naepaala",27.9733961,85.1848704,naepaala, art_gallery,
3655,Sat Tale Waterfall,,26.94163025,88.03539924,0,,
3656,Sat Tale Waterfall (lower end),"H 11, taulasaiipaura 22412, naepaala",28.2023623,82.3155724,taulasaiipaura, picnic,
3657,Satashidham picnic spot,"MRJ6+795, shaiwasataakashaii 57300, naepaala",26.680636,87.8109969,shaiwasataakashaii, picnic,
3658,Sataun Chandi Kalika,"4R2P+2MV, pautalaiibajaara 33800, naepaala",28.100121,83.8366833,pautalaiibajaara,,
3659,Satbara nepal,"HX6C+222, mahaaraajagamja 32800, naepaala",27.56,82.97,mahaaraajagamja, park,
3660,Satdobato,"7MC9+W56, Unnamed Road, laiwaanga 22100, naepaala",28.2722786,82.6678916,Unnamed Road,,
3661,"Satlok Ashram Lamahi,Dang","VG9C+XX7, lamahaii 22414, naepaala",27.8698811,82.5224339,lamahaii, hindu_temple,
3662,"Satomai Temple SreeSiya,25 Parsa Nepal","2V94+3VQ, waiiraganyaja 44300, naepaala",27.017694,84.8572289,waiiraganyaja, hindu_temple,
3663,Satrudhan Chowk Bodebarsain Nagarpalika,"HHGP+5XW, baodaewarasaaiiँ 57400, naepaala",26.5754756,86.5874644,baodaewarasaaiiँ, historic_site,
3664,Satyamohan Joshi Loksahitya Sangrahalaya,"M8FG+3PX, Lalitpur 44600, Nepal",27.6726257,85.3267868,Lalitpur,"museum, point_of_interest, establishment",
3665,Satyawati Gaupalika,"2C9P+XHR, khaairaenaii 32600, naepaala",28.0199843,83.4363853,khaairaenaii, zoo,
3666,Satyawati Temple,"2G38+83, thaulao laumapaeka 32600, naepaala",28.0293588,83.5214048,thaulao, mosque,
3667,Satyawati Temple - baudhaii satayawataii bajayaai manadaira,"2FWX+46M, laimaghaa 32600, naepaala",28.0453286,83.4980622,laimaghaa, hindu_temple,
3668,Satyawati Temple Sagdi,"4FWH+85W, 33300, naepaala",28.145858,83.4779445,33300, hindu_temple,
3669,Satyawati trek trail,"2FVX+49, laimaghaa 32600, naepaala",28.0428519,83.49844,laimaghaa, trek,
3670,Saud Khan,"5PGF+XFQ, jaiitapaura 0000, naepaala",27.1774547,84.7237198,jaiitapaura, trek,
3671,Saugat art gallery,"MFP7+JR5, bautawala 32907, naepaala",27.6865361,83.4646191,bautawala, art_gallery,
3672,Saunapani pyuthan,"4V23+M87, Saunapani, payauuthaana 22300, naepaala",28.1016595,82.8532928,Saunapani, aquarium,
3673,Sauraha Tharu Village ,,27.58752401,84.49377744,0,,
3674,Saurakot ( saauraakaota),"XQ6P+35P, dhaumgaegadaii 22300, naepaala",27.9602032,82.7854411,dhaumgaegadaii, hindu_temple,
3675,"Sauthar, koiralaphant lamjung","583F+24R Koiralaphant, sauthar 33600, naepaala",28.1526222,84.3227807,sauthar, hike,
3676,Save Jaleshwar BhamchariKtti Park,"MQ2X+3JV, jalaeshawara 45700, naepaala",26.6502436,85.7990394,jalaeshawara, park,
3677,Sawarikot View Point,"2HF2+42R, lakashamaiipaura 22400, naepaala",28.022852,82.550008,lakashamaiipaura,,
3678,Scales And Fins petshop.,"Road 44600, kaathamaadaauँ 44600, naepaala",27.6971829,85.3501806,kaathamaadaauँ, aquarium,
3679,School Dada Park,"52QW+49, Bhojpur 57000, Nepal",27.187781,87.045901,0,Bhojpur,
3680,Sea Shine Aquarium,"tamka parasaada ghaumataii sadaka, kaathamaadaauँ 44600, naepaala",27.6999348,85.3270036,kaathamaadaauँ, aquarium,
3681,Sea To Summit Trekking Tour In Nepal pvt.ltd,"baaudadha sadaka, kaathamaadaauँ 44600, naepaala",27.7221868,85.3618523,kaathamaadaauँ, trek,
3682,Sekaha,"94VF+WJR, namarajaumga 33700, naepaala",28.394857,84.124008,namarajaumga, mosque,
3683,Selfie Danda,"JC4M+WFM, bhaakaanyajae 45400, naepaala",27.6073325,86.4336608,bhaakaanyajae, park,
3684,"Selfie Danda (saelaphaii ghaanga), Temal, Kavre","GQ8Q+2RJ, thaulao parasaela 45200, naepaala",27.5150896,85.7895223,thaulao, tourist_attraction,
3685,Selfie Park,"RQMQ+PGG, maukatainaatha sadaka, kaagabaenaii 33100, naepaala",28.8343178,83.7888183,maukatainaatha sadaka, park,
3686,Selfiedada,"WCFJ+4X7, khayaahaa 32500, naepaala",27.9227992,83.4324345,khayaahaa, trek,
3687,Seli Bajhang,"H553+8CV, Jayaprithvi, ward 6, seli 10500, naepaala",29.5583614,81.153553,Jayaprithvi, picnic,
3688,Semjong Church,"XXMW+F66, samajaomnga 45100, naepaala",27.9836654,84.99553,samajaomnga, church,
3689,Senior Citizen Park jaeshatha naagaraika udayaana,"kapailawasatau 32800, naepaala",27.540141,83.0539316,naepaala, park,
3690,Seolee Handicraft,"M87H+C3G, Deepawali Marg, Lalitpur 44700, Nepal",27.6635727,85.3277043,Deepawali Marg,"museum, point_of_interest, establishment",
3691,Sera Gado Bhauni,"G92P+7HC, Khalanga 10200, naepaala",29.5006989,80.3864003,Khalanga, church,
3692,Seraj Fish House,"basa sataeshana, Golfutar Main Rd, baudhaanaiilakanatha 44600, naepaala",27.778263,85.3606538,Golfutar Main Rd, aquarium,
3693,"Seralwada villege, bajura barabhis (saeraalawaada़a)","87JR+JF, baaharabaisa 10600, naepaala",29.331507,81.291139,baaharabaisa, hike,
3694,Seti Devi Mirror Temple maulakaota raitathaebhaiira,"9WVH+V6, pauraanao jhaaँgaajhaolaii 45900, naepaala",27.3978539,85.9234111,pauraanao,,
3695,Seti-Devistan Temple,"Pasangkhel, Naubise-8, naaubaisae, naepaala",27.7009328,85.1611729,Naubise-8, hindu_temple,
3696,Seto Bhairab Mandir,,27.62921073,85.33019213,0,,
3697,Setopool Park,"P83P+683, Kathmandu 44600, Nepal",27.70302,85.3358048,Kathmandu,"park, point_of_interest, establishment",
3698,Seyon Church Chhapiya,"H965+7V7, chhapaiyaa raoda, kamaharaiyaa 32900, naepaala",27.5606588,83.3596663,chhapaiyaa raoda, church,
