user_id,place_id,rating
414,6413,5
415,6421,3
416,6421,5
417,6421,3
418,6421,5
419,6421,4
420,6421,3
421,6421,1
422,6421,3
423,6423,4
424,6423,5
425,6423,4
426,6423,4
427,6423,5
428,6423,5
429,6423,4
430,6423,5
70,6424,4
431,6424,5
432,6424,5
433,6424,4
434,6424,5
435,6424,5
436,6424,5
437,6424,3
438,6426,5
439,6426,5
440,6426,5
441,6426,4
442,6426,5
443,6426,4
444,6426,5
445,6426,5
446,6437,5
447,6437,5
448,6437,4
449,6437,4
450,6437,5
451,6437,5
452,6437,5
453,6437,5
439,6441,4
454,6441,5
240,6441,5
455,6441,5
456,6441,5
457,6441,4
181,6441,5
458,6441,5
459,12,5
410,12,5
460,12,4
207,12,4
461,12,5
462,12,3
463,12,3
464,12,5
465,6447,5
266,6447,5
466,6447,5
467,6447,5
33,6447,5
468,6447,5
469,6447,5
470,6447,5
471,6459,5
472,6459,5
178,6459,5
473,6459,5
10,6459,5
474,6459,5
335,6459,5
475,6459,5
476,6462,4
477,6462,5
478,6462,5
479,6462,5
480,6462,5
481,6462,5
243,6462,5
482,6462,4
483,6467,5
484,6467,3
485,6467,5
486,6467,5
487,6467,5
488,6467,5
489,6467,3
302,6467,5
9,6470,5
10,6470,5
11,6470,5
12,6470,5
13,6470,4
14,6470,5
15,6470,5
16,6470,5
490,6473,4
491,6473,5
492,6473,5
493,6473,5
494,6473,4
76,6473,5
495,6473,5
496,6473,4
9,6475,5
10,6475,5
11,6475,5
12,6475,5
13,6475,4
14,6475,5
15,6475,5
16,6475,5
17,6476,5
497,6476,4
498,6476,5
499,6476,1
191,6476,4
500,6476,5
501,6476,3
502,6476,5
410,1861,5
26,1861,4
400,1861,5
508,1861,5
509,1861,4
159,1861,5
510,1861,5
511,1861,5
25,6210,5
514,6210,5
512,6210,4
515,6210,4
516,6210,4
14,6210,5
517,6210,5
518,6210,5
532,416,5
533,416,4
534,416,5
125,416,5
535,416,5
536,416,5
537,416,5
538,416,5
68,8,2
69,8,4
70,8,4
71,8,5
72,8,4
73,8,4
74,8,3
75,8,5
544,12,5
361,12,5
545,12,4
546,12,4
547,12,4
410,12,5
548,12,5
549,12,5
253,13,3
254,13,1
255,13,3
256,13,4
257,13,5
258,13,1
259,13,2
260,13,4
550,17,5
551,17,4
552,17,5
553,17,3
554,17,4
555,17,5
556,17,1
354,17,5
557,19,4
558,19,5
559,19,4
69,19,3
560,19,5
561,19,4
562,19,5
563,19,5
564,20,5
565,20,4
566,20,4
567,20,3
568,20,3
569,20,4
570,20,4
571,20,4
183,23,5
572,23,5
573,23,5
574,23,5
575,23,5
576,23,5
577,23,5
71,23,3
578,26,4
579,26,4
580,26,4
581,27,5
582,27,5
583,27,5
584,27,5
585,27,3
586,27,5
587,27,5
588,27,5
589,28,5
590,28,5
591,28,4
592,28,1
593,28,5
594,28,5
595,28,5
596,28,3
597,29,3
598,29,4
599,29,5
164,30,5
600,30,4
601,30,4
602,30,3
603,30,5
604,30,3
605,30,4
606,30,4
607,31,5
608,31,5
23,31,5
310,31,4
609,31,5
610,31,4
611,31,5
612,31,3
613,32,5
614,32,5
615,32,5
616,32,5
617,32,4
618,33,2
619,34,5
620,36,5
621,36,5
623,52,5
627,58,4
103,58,5
628,58,5
629,59,5
630,67,5
631,67,5
632,67,3
67,67,5
633,67,1
634,67,5
635,130,4
636,130,4
637,130,5
638,130,4
639,130,4
640,130,4
641,130,5
642,130,5
643,131,5
644,131,3
645,131,4
646,131,5
647,131,5
648,131,5
112,131,4
649,131,4
650,132,5
17,132,5
124,132,5
651,132,5
652,132,4
653,132,4
654,132,4
655,132,5
656,133,5
39,133,5
657,133,5
658,133,5
659,133,5
660,133,2
661,133,4
662,133,4
663,134,3
664,134,3
665,134,5
666,134,4
667,134,4
668,134,5
669,134,3
565,134,5
668,136,5
670,136,4
671,136,5
231,136,4
672,136,4
673,136,5
674,136,4
675,136,4
676,137,4
677,137,5
678,137,4
679,137,4
680,137,4
681,137,4
682,137,4
683,137,5
459,12,5
410,12,5
460,12,4
207,12,4
461,12,5
462,12,3
463,12,3
464,12,5
684,139,3
685,139,5
175,139,4
686,139,5
35,139,5
687,139,5
688,139,3
400,139,5
689,140,4
207,140,4
690,140,3
691,140,5
692,140,5
693,140,3
694,140,2
695,140,5
696,141,5
697,141,5
698,141,1
699,141,4
700,141,5
701,141,5
702,141,5
703,141,4
288,142,5
674,142,4
704,142,5
705,142,5
706,142,4
707,142,5
708,142,5
709,142,5
710,144,4
711,144,4
711,144,5
712,144,5
713,144,5
714,144,5
715,144,3
716,144,5
717,145,4
718,145,5
719,145,4
720,145,5
721,145,5
722,145,5
723,145,4
724,145,2
725,147,3
726,147,5
727,147,1
728,147,3
729,147,1
730,147,5
731,147,4
732,147,2
733,150,4
720,150,5
734,150,4
735,150,3
736,150,5
234,150,5
737,150,5
738,150,5
559,151,5
739,151,5
740,151,5
741,151,5
742,151,5
743,151,5
744,151,5
745,151,5
746,154,5
747,154,4
748,154,3
749,154,5
59,154,5
750,154,5
751,154,5
752,154,2
753,155,5
270,155,1
754,155,5
755,155,5
756,155,4
757,155,5
758,155,3
759,155,4
760,156,5
644,156,3
761,156,5
762,156,3
763,156,4
764,156,5
765,157,5
652,157,4
560,157,5
674,157,4
658,157,5
766,157,4
767,157,5
768,157,3
769,158,4
770,158,5
771,158,5
772,158,5
773,158,5
774,158,5
775,158,4
776,158,5
777,159,4
778,159,4
721,159,5
779,159,5
780,159,4
781,159,5
782,159,3
783,159,3
70,160,5
784,160,5
785,160,5
786,160,5
787,160,5
788,160,5
789,160,5
790,160,5
791,162,5
792,162,5
793,162,4
794,162,4
795,162,4
796,162,5
797,162,5
798,162,5
799,163,5
800,163,5
801,163,1
802,163,5
803,163,5
804,163,5
805,163,5
806,163,5
410,164,4
807,164,5
808,164,5
809,164,2
810,164,5
811,164,5
812,164,4
205,164,4
17,165,5
813,165,5
814,165,5
815,165,5
816,165,5
817,165,5
818,165,5
819,165,4
820,166,4
821,166,5
822,166,5
823,166,4
69,167,3
209,167,4
824,167,5
825,167,4
826,167,5
827,167,4
828,167,5
829,167,4
830,168,5
831,168,4
832,168,4
833,168,4
834,168,5
835,168,5
836,168,5
837,168,5
838,169,5
839,169,5
840,169,4
841,169,2
842,169,5
769,169,4
843,169,4
844,169,5
849,178,3
850,178,4
851,178,4
852,178,3
853,178,5
854,178,4
855,178,3
856,178,5
857,180,4
858,180,4
859,180,3
860,180,3
861,180,3
862,180,5
863,180,5
864,180,5
68,182,5
865,182,4
866,182,5
867,182,5
868,182,1
869,182,4
870,182,5
871,182,5
872,183,5
873,183,4
843,183,4
874,183,5
875,183,5
876,183,5
877,183,5
878,185,5
879,185,5
880,185,5
881,185,3
882,185,4
883,185,4
884,185,5
885,185,4
288,186,5
886,186,3
887,186,5
888,186,2
889,186,5
890,186,2
71,186,3
891,186,5
892,187,3
893,187,5
894,187,5
895,187,5
896,187,5
897,187,5
898,187,5
899,188,5
900,188,4
901,188,5
902,188,3
903,188,5
904,188,4
905,188,5
906,188,2
907,191,4
908,191,5
909,191,4
910,191,5
911,191,5
912,191,4
913,191,4
914,191,5
915,192,1
916,192,4
917,192,3
918,192,5
919,192,3
920,192,5
921,192,5
922,192,5
923,193,4
924,193,4
925,193,5
926,193,3
927,193,5
928,193,5
929,193,5
930,193,5
931,194,5
932,194,4
58,195,5
933,195,5
934,195,5
87,200,4
935,200,4
936,200,5
937,200,5
938,200,3
33,201,4
939,201,1
940,201,5
567,203,4
941,204,4
942,204,4
943,204,4
944,204,4
945,204,5
946,204,4
947,204,4
948,204,4
949,209,1
950,209,5
951,209,5
952,209,5
953,209,5
954,211,4
955,211,4
956,211,5
957,211,5
958,211,4
959,211,3
960,211,5
961,211,4
971,216,4
972,216,4
973,216,3
974,216,3
975,216,5
976,216,5
977,216,5
978,216,5
979,218,5
980,223,5
981,224,4
982,224,5
983,224,3
984,224,5
985,224,5
986,224,4
987,224,4
988,224,5
989,225,5
990,229,5
998,249,4
999,249,4
611,249,4
1000,249,4
1001,249,3
1002,249,5
1003,249,5
1004,249,5
1005,250,5
1006,250,5
1007,251,5
1008,251,5
1009,251,5
1010,251,5
1011,252,5
1007,253,5
885,253,5
1013,260,5
1014,260,5
1015,260,4
1016,262,5
1017,262,5
1018,262,4
708,262,5
1019,262,5
1020,262,3
590,262,5
1021,262,4
1022,264,4
1023,270,5
1024,270,5
1025,274,5
1026,274,5
1027,276,1
1028,276,2
1016,276,1
1029,276,5
1030,276,5
1031,276,5
1032,279,2
1033,279,5
1034,279,5
1035,279,5
1036,279,4
975,279,2
1037,279,1
1038,279,2
1039,280,5
1040,280,5
1041,280,5
1042,280,5
1043,283,2
1044,283,3
1045,284,5
1046,284,5
1047,284,5
1048,284,5
1049,284,5
1050,284,5
1051,284,3
1052,284,5
491,285,5
1053,285,5
1054,286,5
1055,290,5
1056,290,3
17,290,4
1057,290,4
1058,290,5
1059,290,5
1060,290,5
1061,290,5
183,291,5
1062,291,5
389,291,5
1063,291,5
1064,291,5
1065,291,5
1066,291,5
1067,291,5
175,292,4
189,292,4
139,292,4
190,292,5
191,292,4
192,292,5
193,292,5
194,292,4
1068,293,5
1069,293,5
1070,293,5
515,293,5
1071,293,5
1072,293,5
1073,293,5
1074,293,5
280,294,5
1075,294,5
1076,294,4
1077,294,4
1078,294,5
1079,294,5
1080,294,5
1081,294,5
1082,295,5
1083,295,5
1084,295,5
1085,295,5
1086,295,5
1087,295,5
183,295,4
1088,295,5
153,297,5
1089,297,5
1090,297,5
1091,297,5
1092,297,5
1093,297,5
1094,297,5
1095,297,5
1096,299,4
1097,299,4
1098,299,5
1099,299,4
1100,299,4
1101,299,4
1102,299,4
1103,299,5
1104,300,5
1105,300,5
1106,300,5
1107,300,5
1108,300,5
1109,300,5
59,300,5
1110,300,1
1111,301,5
1112,301,5
1113,301,5
1114,303,5
1115,303,5
1116,303,5
1117,304,5
1118,304,5
1119,304,5
1120,304,5
1121,304,5
1122,304,5
1123,304,5
1124,305,5
963,305,4
1125,305,5
1126,305,5
1127,305,5
1128,305,5
1129,305,5
1130,305,4
1131,306,5
1132,306,5
1133,306,3
1134,306,4
1135,306,5
1136,306,5
1137,306,4
1138,306,1
1139,307,5
1140,307,5
1141,307,5
1142,307,5
1143,307,5
1144,307,5
1145,307,2
1146,307,4
1147,308,5
1148,309,5
1149,309,5
1150,309,5
706,309,4
1151,309,5
1152,309,5
1153,309,5
1154,309,5
1155,310,5
1156,310,5
1157,310,5
1158,310,5
1159,310,5
1160,310,5
1161,310,1
1162,310,4
1163,311,5
1164,311,5
1165,311,5
1166,311,5
1167,311,3
1168,311,5
1169,311,5
1170,311,3
1171,312,5
1172,312,5
1173,312,5
1174,312,5
1175,312,5
1176,312,5
1177,312,5
1178,312,5
1179,313,5
1180,313,5
1181,314,5
1182,315,5
1183,315,5
1184,315,5
1185,315,5
1186,315,5
479,315,5
1187,315,5
1188,315,5
1189,316,5
1190,316,4
235,316,4
1191,316,4
1192,316,4
1193,316,4
1194,316,2
1195,316,5
1196,317,5
1197,317,5
1198,318,5
1199,318,5
1200,319,5
1201,319,5
1202,319,1
1203,319,5
1204,320,4
1205,320,5
1206,320,5
1207,320,5
1208,320,5
1209,320,3
1210,322,5
1211,322,5
1212,322,5
1148,322,5
1213,322,5
1214,322,5
1215,322,5
1216,322,5
1217,323,5
1218,323,5
1219,323,5
1220,323,5
1221,323,5
1222,323,5
1223,323,5
1224,323,5
1225,326,5
1226,327,4
1227,327,5
1228,327,5
1229,327,5
1230,327,5
1231,327,5
1232,327,5
1233,327,5
1234,328,2
1235,328,5
1236,328,5
1237,328,4
1238,329,5
1239,329,5
303,331,4
1240,331,5
1241,331,5
1242,331,5
1243,331,5
1244,331,5
420,331,4
1245,331,5
1246,333,5
180,333,5
1247,333,5
1248,333,4
1249,333,5
1250,333,5
1251,333,4
286,333,4
1252,334,5
1253,335,5
1254,335,5
1255,336,5
1256,336,5
1257,336,5
33,307,4
1258,307,5
718,307,4
1259,307,5
1260,307,3
1261,339,5
1262,339,5
1263,340,5
1264,340,5
1265,340,5
1266,340,5
1263,340,5
1267,342,4
565,342,4
1268,342,5
1269,342,1
1270,342,4
1271,342,1
1272,342,5
1273,342,5
1274,347,5
1275,347,5
1276,350,5
1277,350,5
1278,350,5
1279,350,4
1282,353,5
47,359,1
48,359,5
49,359,5
50,359,3
51,359,3
52,359,5
53,359,5
54,359,5
1283,360,5
1286,363,1
1287,363,1
1288,363,5
1289,363,3
1290,363,3
1291,363,2
218,364,5
455,364,5
1292,364,3
1293,364,4
1294,364,5
1295,364,3
690,364,4
1296,364,5
281,365,5
1297,365,4
1298,365,5
466,365,4
152,365,5
1299,365,4
1300,365,5
1301,365,4
1302,366,4
1303,366,1
1304,366,5
1305,366,4
1306,366,5
1307,366,5
1308,367,5
1309,367,4
1318,370,5
1319,370,5
1320,370,5
1321,371,4
1322,371,5
1323,372,1
1324,372,2
1325,372,3
329,372,5
1326,372,2
1327,372,5
938,372,3
1328,372,5
1329,374,4
1330,374,5
1331,374,5
1332,377,5
1333,378,4
1334,378,5
1335,378,1
1336,379,4
1337,380,5
1338,381,5
1339,381,5
1340,381,5
1341,382,5
1342,382,5
1343,382,5
1344,382,2
1345,382,5
1345,382,5
1346,382,5
1349,388,1
1350,389,4
1326,389,1
928,391,5
214,391,5
1351,391,4
1352,393,5
1353,393,5
1354,393,5
1355,393,5
1356,395,5
1357,397,2
1358,397,5
1359,397,4
1360,397,4
1361,397,5
1362,398,5
1363,398,5
1364,398,4
1365,398,5
1366,398,4
1367,398,4
1368,398,5
1369,398,5
1370,400,3
1371,400,2
1372,400,3
1373,400,4
1374,400,5
580,400,3
1375,27,5
1376,27,5
587,27,5
567,27,4
1377,27,5
1378,27,5
136,27,4
812,27,4
1379,405,4
1380,405,4
348,405,2
1381,405,4
1382,405,3
1383,405,2
1384,405,4
1385,405,4
1386,407,5
1387,407,5
1388,407,5
1389,408,5
1390,408,5
1391,408,5
1392,408,5
1393,408,5
1394,408,5
1395,408,5
1396,408,5
1397,409,5
1398,409,5
1399,409,5
1400,409,5
1077,409,5
1401,409,5
1402,409,5
1403,409,5
1404,410,4
1405,410,5
1406,410,4
1407,410,3
1408,410,5
1409,410,5
1410,410,5
1411,410,5
464,411,4
1412,411,5
1413,411,4
329,411,5
1414,411,5
1415,411,5
1416,411,5
938,412,4
1417,414,4
1418,414,5
1419,414,5
1420,414,5
1421,414,5
1422,414,5
1423,414,5
1424,414,5
1425,415,5
1426,415,1
1427,415,1
1428,415,5
1429,416,5
1430,416,5
445,416,5
1431,416,5
1432,416,5
1433,416,5
1434,416,4
1435,416,5
1436,417,5
1437,417,5
1438,417,5
70,417,4
1439,417,5
1440,417,5
1441,417,5
1442,417,5
1443,418,5
1444,418,1
1445,418,5
1446,418,5
1447,418,5
1448,418,5
1449,418,5
1450,418,5
1451,419,5
1452,419,5
1453,419,5
1454,419,5
1455,419,5
1456,419,5
1457,419,5
1458,419,5
1459,420,5
1460,420,4
1461,420,5
1462,420,4
1463,420,5
1464,420,5
1465,420,5
1466,420,5
1467,421,4
1468,421,1
1469,422,5
1470,422,5
1471,422,5
1472,422,5
1473,422,5
1474,422,3
1475,422,3
1476,422,5
1477,423,5
1478,423,5
326,423,4
1479,423,4
1480,423,3
1481,423,4
1482,423,5
1483,423,5
1484,424,5
1485,424,5
1486,424,5
1487,424,5
1488,424,5
1506,435,5
1507,436,5
1508,436,5
1509,436,5
1510,436,5
1511,436,4
1512,436,5
1513,436,5
1514,436,4
1528,441,5
1529,441,5
1530,441,5
1531,441,5
1532,441,5
1533,441,5
1534,441,5
1535,441,5
1536,445,5
1537,445,5
1538,445,5
1539,445,5
1540,445,4
1541,445,5
1542,445,5
1543,445,5
1578,454,4
95,454,5
1579,454,3
1580,454,5
1581,454,5
1582,454,3
1583,454,5
1584,454,4
1600,457,3
1601,457,5
597,458,4
1602,458,4
598,458,4
1603,458,4
1604,458,5
1605,458,5
1606,458,5
1607,458,5
1608,459,5
1609,459,5
1610,459,4
1611,459,5
1618,462,5
1619,462,4
1620,467,5
1621,468,5
1622,468,5
1623,468,5
1624,468,5
1625,468,4
1626,468,3
1627,470,5
1628,470,5
1629,470,5
1630,470,5
1631,470,5
1632,470,5
1633,470,5
1634,470,3
1635,472,5
1636,472,5
1645,474,5
1646,474,5
1647,474,5
1648,474,5
29,474,5
212,474,5
108,474,5
565,474,4
1649,480,1
1650,480,4
1651,480,5
1652,480,1
1653,480,4
1654,480,4
1655,480,4
1656,480,4
1657,481,5
1658,481,5
1659,481,5
1660,482,5
1661,482,5
1662,482,4
1663,482,4
1664,482,5
1665,482,3
1666,482,4
1667,482,4
310,484,5
1668,485,4
1669,485,3
329,485,5
1670,485,5
1671,487,5
1671,487,5
1672,489,5
1673,489,5
1674,489,5
1675,489,1
1676,490,4
1677,490,5
1678,490,5
1679,490,5
1680,490,1
1681,490,3
1682,490,5
1683,490,5
1684,491,5
1693,495,1
1694,495,3
5,495,3
1695,495,5
1696,495,5
1697,495,4
1698,495,3
1699,495,5
1700,496,5
1701,496,5
1702,496,5
1703,496,5
1704,496,5
1705,498,5
1706,504,5
5,505,4
1707,506,5
1708,506,5
1709,506,5
5,507,3
1710,507,3
1711,507,5
1712,507,1
1713,507,5
1714,507,5
1715,507,5
1716,507,4
1717,508,5
1727,514,5
445,518,5
1735,518,5
1736,518,5
1737,518,5
1738,518,5
1739,518,5
1740,518,5
1741,518,5
931,519,5
1742,519,5
1743,519,5
1744,519,3
1745,519,5
1746,519,4
1747,519,5
1748,519,5
1749,520,5
1750,520,3
1751,520,3
1752,520,3
1753,520,3
1754,520,5
1755,520,5
1756,520,4
1757,522,5
1758,522,5
1759,522,5
1760,522,5
1761,522,4
1676,522,5
1762,522,4
1763,522,5
1375,524,4
1764,524,4
1765,524,3
1766,524,5
1767,524,2
1768,524,4
1769,524,4
1770,524,4
1771,525,5
1772,525,5
1773,525,5
1774,525,5
1775,525,5
1776,525,5
1777,525,5
1778,525,5
1785,527,5
1786,527,4
1787,527,5
1788,527,5
1789,527,5
1790,527,5
1779,527,5
1791,527,4
1792,528,5
1793,528,3
1794,528,5
1795,528,5
1796,528,5
1797,528,5
1798,528,1
1799,528,5
1805,531,4
1806,531,5
1807,531,5
1808,531,5
1809,531,5
1810,531,5
1811,531,5
1812,531,5
1813,532,4
734,532,5
1814,532,5
1815,532,3
1816,532,4
1817,532,3
1818,532,5
1819,532,3
1827,534,5
1828,534,5
1829,534,5
1830,534,5
1831,534,5
1514,534,5
1832,534,1
1833,534,5
1834,535,4
1835,535,5
1836,535,5
1837,535,5
1838,535,5
1839,535,5
1840,535,5
1705,538,5
1841,539,4
1842,539,3
1843,539,3
1844,539,5
1845,539,3
1846,539,4
1847,539,4
1848,539,4
1849,541,3
1850,546,4
1851,546,5
1852,546,5
1853,546,5
1854,546,4
1855,546,5
1856,546,5
1857,546,4
1858,496,4
1859,496,5
1860,496,5
1861,496,5
1862,496,1
1863,496,5
1864,496,5
1865,496,3
1866,549,5
1850,549,4
1867,549,5
1868,549,5
1869,549,5
1851,549,5
1870,549,4
1871,549,5
1872,550,4
5,550,3
1873,550,5
1865,550,4
740,550,5
1874,550,5
557,550,4
1875,550,4
1876,553,5
1877,553,5
1878,553,5
1879,553,5
1880,553,4
1881,556,3
1882,556,5
1883,556,5
1884,556,5
1885,556,1
1886,556,5
1887,556,5
1888,556,1
1889,558,5
1894,97,1
1895,97,1
1896,97,3
1285,97,5
1897,97,4
1898,97,4
1899,561,5
1900,561,5
1901,561,5
1902,561,4
1903,561,5
1904,561,5
1905,561,5
1906,561,5
1914,563,5
1915,563,4
85,563,4
1916,563,4
1917,563,4
1918,563,5
1919,563,5
1920,563,5
1921,564,3
1922,564,5
1923,564,5
1924,564,5
1925,564,5
1926,564,1
1927,564,4
1928,564,2
1929,565,5
1930,565,5
1931,565,5
1932,565,5
1933,565,5
1934,565,5
1935,565,5
1936,565,5
85,567,5
1943,567,4
1944,567,5
598,567,5
1945,567,5
1946,567,5
1947,567,2
1948,567,5
1956,570,4
874,570,5
1957,570,4
1958,570,5
1959,570,5
1800,570,4
1960,570,1
1961,570,5
1968,574,5
1969,574,5
1970,574,5
191,574,3
1971,574,5
576,574,4
1972,574,5
1973,574,5
1974,575,5
1975,575,5
1976,575,3
1977,575,5
1978,575,5
1979,575,5
1980,575,5
1981,575,5
1982,577,5
1983,577,5
611,577,4
1984,577,5
1907,577,5
1985,577,5
1986,577,1
1987,577,5
1988,579,5
1989,584,5
1990,586,3
649,586,3
26,586,4
1991,586,4
33,586,4
1992,586,4
1993,586,5
1994,586,5
1995,591,4
1996,591,5
1997,591,4
382,591,5
1998,591,5
1999,591,5
2000,591,4
2001,591,4
2002,592,5
2003,592,5
2004,592,5
2005,592,5
2006,592,5
2007,592,3
2008,592,3
2009,593,5
2010,593,5
2011,593,5
