name,url
Balaguru Shivalaya Dham,Error
Balkumari Mandir Chakrabahil,Error
Balkumari Picnic Spot,Error
Balkumari Temple,Error
Banawali Bhagawati Mandir,Error
Bandevi Mandir,Error
Baneshwor Mahadevsthan,Error
Bangalamukhi Mandir,Error
Banke National Park,Error
Bansato Mai Mandir,Error
Banskhola Picnic Spot,Error
Bar Danda,Error
Baraha Pokhari,Error
Barahathawa Shiv Temple,Error
Barahathwa GhantaGhar,Error
Barahi Temple Paddha Dang Rapti,Error
Baram Baba Temple,Error
Barambaba Temple Sainamaina,Error
Bardagoriya Kanyaraja Temple,Error
Bardghat Nawalparasi,Error
Bardiya National Park Office,Error
Barghar Sadak,Error
Barhabise Masar,Error
Barun Place of Worship,Error
Basada Pratikshlaya,Error
Basantapur Picnic Place,Error
Basuki Nag Mandir,Error
Batase Dada,Error
Batase Waterfall,Error
Vatsala Devi Temple,Error
Batuk Bhairav Temple,Error
Beautiful Tea Garden,Error
Bedkot Lake,Error
Belpati Temple,Error
Betana Simsar Lake,Error
Betana Wetland,Error
Bethanchok Narayansthan,Error
Bhadrakali Temple,Error
Bhadrakali Park,Error
Bhagawati Mandir,Error
Bhagwati Mandir Kanchanrup,Error
Bhai Dega Temple,Error
Bhairavanath Temple,Error
Bhajyapukhu of Bhaktapur,Error
Bhakti Thapa Park,Error
Bhandarkhal Garden,Error
Bhanjang,Error
Bhanu Chowk,Error
Bharat Chowk,Error
Bharse Deurali,Error
Bhat Bhateni Temple,Error
Bhatedhada,Error
Bhattadi Village,Error
Bhattarai Chaupari,Error
Bhawanipur Jame Masjid,Error
Bhedabari,Error
Bhedabari Grace Church,Error
Bhedetar Bazaar,Error
Bhedi Goth Sotapatan,Error
Bhelahi Bazar,Error
Bhelhi Kmadei Bridge,Error
Bhelhi Riverside,Error
Bhiman's Park,Error
Bhimeshwor Mandir,Error
Bhimeshwor Temple Dolakha,Error
Bhimphedi Ganesh Temple,Error
Bhimpokhara,Error
Bhimsen Jatra,Error
Bhimsen Mandir,Error
Bhimsen Temple of Bhaktapur,Error
BhimsenSthan Mandir Khanikhola GaunPalika,Error
Bhimsensthan (Bhin Dyo Temple),Error
Bhitte Village,Error
Bhiyee Guradev Temple,Error
Bhojpur Aambote Pul,Error
Bhojpur Bazar,Error
Bhootkhel Park,Error
Bhootnath Mahadev Temple,Error
Bhopur Durbar (Bhopur Palace),Error
Bhorle Waterfall,Error
Bhorleni Church Kathmandu,Error
Bhotekoshi Park,Error
Bhotepani,Error
Bholachhen Pukhu,Error
Bhraka Gomba (Braga Monastery),Error
Bhringeshwor Mahadev Mandir,Error
Bhugol Park,Error
Bhujung Village,Error
Bhulbhule Canyoning Lamjung,Error
Bhume Thakur Temple,Error
Bhuvanpokhari,Error
Bhyagute Khola,Error
Bichitra Cave,Error
Bigu Gumba,Error
Bikash Pokari,Error
Bikram Baba Temple,Error
Birendra Park,Error
Birendra Statue,Error
Bish Hazari Lake,Error
Bishnu Devi Mandir,Error
Bishnulaxmi Temple,Error
Bishrampur Park,Error
Bishwonath Mandir,Error
Blue Lake,Error
Bodgaun,Error
Bodhisattva Gallery,Error
Bogati Mastamandu Temple,Error
National Botanical Garden,Error
Boudhanath Stupa,Error
Brahmayani Temple,Error
British Camp Picnic Spot,Error
Buddha Gumba (Monastery),Error
Buddha Chowk,Error
Amideva Buddha Park,Error
Budhinanda Tal,Error
Budhanilkantha Temple,Error
Bulbule Park,Error
Bulbule Taal,Error
Bumburi Ancient Water Well,Error
Children Fun Park,Error
Chisapani Museum,Error
"Christian Revival Church,Bhadrapur",Error
Calvary Blessing Church-Achham,Error
Calvary Church,Error
Camping,Error
Canaan A.G Church,Error
Chabahal Stupa,Error
Chainpur Bajhang,Error
Chakrabarna Mahabihar,Error
Chakraghatta Rular,Error
Champa Devi Temple,Error
Champadevi Hiking Trail,Error
Champadevi Kakani,Error
Chamunda Mandir,Error
Chand Jame Masjid,Error
Chandeshowori Thousand Steps,Error
Chandeshwori Temple,Error
Chandika Devi Mandir Motena Achham,Error
Chandika Devi Temple,Error
Chandra Arts & Shilalekh,Error
Chandra Bahadur Sunuwar Chock,Error
Chandragiri Hills,Error
Chandrakot,Error
Chandrapur Bazar,Error
Changathali Sachittananda Ashram,Error
Changesthan Mandir,Error
Changu Narayan,Error
Changunarayan Forest,Error
Chankheli Pass,Error
Chapeti,Error
Chapurwa Mosque,Error
Char Dham Mandir,Error
Char Narayan Mandir,Error
Charikot Dolakha,Error
Charikot Masjid,Error
Chaugan Phaya,Error
Chaukhutte Church,Error
Chaumala Valkaa (Natural Running Water),Error
Chautari Community Church (Reformed),Error
Chepang Hill Trek,Error
Chhabdi Barahi Temple,Error
Chhaghareya,Error
Chhatreshwori Temple Salyan,Error
Chhetrapati Ganesh Temple,Error
Chhillikot Temple,Error
Chhimalung,Error
Chhina Jungle (Chhainaa Dhaama),Error
Children's Park,Error
Children's Park,Error
Children's Park Kanchanrup-5,Error
Children's Garden Gulariya,Error
Children's Park,Error
Chinna Masta Temple,Error
Chisapani,Error
Chisapani Picnic Spot,Error
Chisapanigadhi / Chisapani Fort,Error
Chitra Nepal,Error
Chitransh Tole Tilathi,Error
Chittka Art,Error
Chituwakharka Panchthar,Error
Chitwan Trails,Error
Chitwan Wild Trek,Error
Chiuri Bote Daha,Error
Chiwang Monastery Solukhumbu,Error
Chiwong Monastery,Error
Chiyan Danda,Error
Chomti Hang Foot Print,Error
Chor Sanghu,Error
Choti Masjid Jingadwa-05,Error
Chovar Gate,Error
Chovar Park,Error
Christ the King Church,Error
Christiya Aaradhana Church,Error
Christiya Baptist Church Taplejung,Error
Chuchche Dhunga Picnic Spot,Error
Chuli Danda (Parbat),Error
Chuli Danda (Sankhuwasabha),Error
Chuma Ganesha Temple,Error
Chunadevi Temple,Error
Chunikhel Gamcha Church,Error
Church of Christ,Error
Collossi Church,Error
Creative Art Gallery,Error
Creative Arts and Crafts Hub,Error
Cultural Village,Error
D.B ARTS Home,Error
Dada Gaun,Error
DC Farmland,Error
DURGA MANDIR,Error
Dadamandu Kalikot,Error
Dadeldhura Aalital,Error
Dadikhel Deurali,Error
Daha Ghau,Error
Dahakhani,Error
Dahare Deurali,Error
Dahipauri,Error
Daicha Patti Santibinayak Ganesh Mandir,Error
Dailekh Fort (Dailekh Gadhaii),Error
Dakshinkali Park,Error
Dakshinkali Temple,Error
Damakur,Error
Dambu Picnic Spot,Error
Damti Suspension Bridge,Error
Danda Khali,Error
Dang Tulsipur,Error
Dangi Mandir,Error
Dangisharan Cultural Homestay,Error
Darbot Rolpa,Error
Darjeeling Line,Error
Darul Huda Madarsa,Error
Dashrathchand Municipality 6 Titragau,Error
Dattanam Mahabihar,Error
Dattatraya Temple Bhaktapur,Error
Dattatraya Temple,Error
"Daulichaur, Surma Bajhang",Error
Dawan Chaauka,Error
Degu Taleju Mandir,Error
Deora Park,Error
Deuchula Daeuchaulaa,Error
Deumai Ilam,Error
Supa Deurali Temple,Error
Deurali Bhanjyang,Error
Deurali Dada,Error
Dha Tala Mandir,Error
Dhanush Sagar Pond,Error
Dhanusha Dham,Error
Dhanusha Dham Temple,Error
Dhap Kharka,Error
Dhara Pani Picnic Spot,Error
Dharmakirti Mahabihar,Error
Dhulikhel Picnic Park,Error
Digre Saikumari Temple Rukum,Error
Digu Bhairava Temple,Error
Dipankar Mahavihar,Error
Divyashwori Temple,Error
Dolkha Bhimsen Mandir,Error
Fun Park,Error
G.Creek Church Kasala Rolpa,Error
Gaindakot-6 Playground,Error
Ganesh Temple Nawadurgatole,Error
GCAP,Error
Ghalegaun Homestay Head Office,Error
Ghausia Jama Masjid Bhimdatta Nagar,Error
Ghausia Masjid Dhangadhi,Error
Ghausia Masjid Lamki Tikapur Road,Error
Ghulshan East Raza Jama Masjid,Error
GKII Jemaat Oelbima,Error
Gadhi Fort,Error
Gadhimai Temple,Error
Gadtara,Error
Gahana Pokhari Pond,Error
Gaighata Shoreeepur,Error
Gairi Pipal,Error
Gairigadh Suspension Bridge,Error
"Gairigaun, Chautara Sangachokgadhi",Error
Gairikhola Bridge,Error
Gaishar Masjid,Error
Gajalakshmi Murti,Error
Gajar Park,Error
Gajuri,Error
Gajuri Punaruthan Church (Gajurai Characha),Error
Galagatha AG Church,Error
Galchhi Bazaar,Error
Galchuka Dada Nimayal,Error
Galgatha AG Church Bauniya,Error
Galgatha Church,Error
Galgatha Church (Jurauni),Error
Galkot Art Museum,Error
Galkot Baglung,Error
Galkot Batasedada Malm-7,Error
Gallery Mcube,Error
Gallery Station,Error
Galli Masta Shrine,Error
Gamcha Prakash Church,Error
Gandaki Village Trekking & Travel,Error
Gandaki Manasulu Nursery Forest & Animal Farm,Error
Ganesh Art Gallery,Error
Ganesh Baba Temple,Error
Ganesh Mandir Saidadhaicharana,Error
Ganesh Mandir Park,Error
Ganesh Mandir Patan Dhoka,Error
Ganesh Temple,Error
Ganesh Thumki,Error
Ganesh Tole,Error
Ganeshman Singh Park,Error
Ganeshman Singh Smriti Memorial Park,Error
Ganeshsthan,Error
Ganeshthan Mandir,Error
Ganga Sagar,Error
Gangapur-3 Masjid,Error
Gangapurna Lookout,Error
Gardash Village,Error
Garden (Fulwari),Error
Garje Village (Sinja Valley),Error
Garkhakot,Error
"Garuda, Rautahat",Error
Gate to Nuwakot,Error
Gatlang Village Rasuwa,Error
Gaudi Khola,Error
Gauradaha Bazar,Error
Gauradaha Lake,Error
Gauri Temple,Error
Gauri Shankar Krishi Farm,Error
Gaurishankar Art & Publicity,Error
Gaurishankar Conservation Area Liaison Office,Error
Gaurishankar Temple,Error
Gaurishankar Temple Dhadkhola,Error
Gaushala Bazaar,Error
Gaushala Mahottari Nepal,Error
Gaushala Bazar,Error
Gautam Buddha Fun Park,Error
Gautam Buddha Paryantan Park,Error
Gautam Gift Emporium,Error
Gautam Kumar Hao Memorial Park,Error
Gautar Jungle,Error
Geo Tour Ko Rukh Pulchowk,Error
Gerua Village,Error
Ghadi Chhap Picnic Spot,Error
Ghale Park,Error
Ghalegaun Bhagwati Temple,Error
Ghansikuwa,Error
Ghanta Ghar Kathmandu,Error
Ghantaghar,Error
Ghara Myagdi Nepal,Error
Ghattekhola Church of Christ,Error
Ghausiya Jamiya Masjid,Error
Ghimire Kul Pooja Mandir Namdu Batlechaur,Error
Ghodaghodi Lake,Error
Ghodalaas Ghodaalasha,Error
Ghodighodi,Error
Ghoraha Kaathae Paula,Error
Ghorahi Baptist Church Dang,Error
Ghorlpi (Saisaa Khaanaii),Error
Ghortal Himmatpur,Error
Ghoskhola Daha,Error
Glory A.G. Church,Error
Goalchar Village,Error
God Narasimha Temple,Error
Godaita Sarlahi,Error
Godak Baptist Church,Error
Godawari Kunda,Error
Godawari Temple,Error
Godawari Picnic Spot,Error
Godek Mandir,Error
Goit Pappu Park,Error
Gokarneshwor Mahadev Temple,Error
Gokulganga Village,Error
Gol Park,Error
Gol Pokhari,Error
Golbazar Main Chowk,Error
Golden Gate,Error
Goldhunga Church of Christ,Error
Golping Village,Error
Gopal Village,Error
Gopaleshwor Mandir,Error
Gorakhnath Temple,Error
Gorkha Durbar Palace,Error
Gorkha International Travels & Treks,Error
Gorkha Palace (Durbar),Error
Gorkha Park,Error
Gorkha Tourism,Error
Goru Chok,Error
Gosainkunda Trek,Error
Gosaithan Picnic Spot,Error
Gothechaur Devi Temple,Error
Gothikada,Error
Gothmare Village,Error
Gothpani Spring,Error
Gotihawa Stupa & Pillar Site,Error
Grace Community Church,Error
Grace Joshua Nissi Church Panchkhal,Error
Gramin Mahila Tatha Bal Bikash Center,Error
Gramthan-Rangeli Suspension Bridge,Error
Green Park Karunyahi,Error
Green Forest Gorkha,Error
Gufadada,Error
Gugauli,Error
Guide of Nepal | Hiking Guide,Error
Guita Open Garden,Error
Gulariya Bardiya,Error
Gulmi,Error
Gulmi Region,Error
Gulmi Birbas,Error
Gulmi Musikot,Error
Gulshan East Madina Masjid,Error
Gumba - The Last Village Of Bajura,Error
Gumba Park,Error
Gumdi Besi,Error
Gunakriti Mahavihar,Error
Gunalakshmi Mahabihar,Error
Gupteshwor Mahadev Temple,Error
Gupteswor Gupha,Error
Guranse Village,Error
Gurdum Village,Error
Gurkha Smarak Salmedada,Error
Guru Neupane Garden,Error
Guru Padmasambhava Statue,Error
Gurung Forest,Error
Gurung Gau Village,Error
Guthichaur Park,Error
Gutu Khola & Bheri Confluence,Error
Gyan BDR Singh Memorial Library,Error
Gyandi Open Resort & Picnic Spot,Error
Gyanlal Handcraft,Error
Gyathum Bridge,Error
H.Abubaqar Siddiq Mosalla Masjid,Error
Hasina Park,Error
Himalayan Trekkers Pvt. Ltd.,Error
Hungry Eye Art Gallery,Error
Haatti Mahaakaal Temple,Error
Hakim Chok Tilakha,Error
Haleshi Mahadev Temple,Error
Halhale Bhojpur Village,Error
Halhale Halahalae,Error
Haludey Talogadho Baitadi Toll,Error
Hamro Danda,Error
Hamro Furniture @ Panauti,Error
Hamro Kharpa Gau,Error
Hamza Masjid,Error
Hanseshor Mahadev Temple,Error
"Hantolung Park, Nunthala",Error
Hanuman Mandir Godawari Kailali,Error
Hanuman Statue Baglung,Error
Hanwa Deurali Kirat Sunuwar Cultural Museum,Error
Hapzu,Error
Hari Art Sunchandi,Error
Harichandi Kalika Temple,Error
Harihar Snan Ghat,Error
Haripurwa,Error
Harishankar Mandir,Error
Harisiddhi Bhawani Mandir,Error
Hariyali Park,Error
Harleo Picnic Spot,Error
Harnamadi New Men Church,Error
Harpur Village Sarlahi,Error
Harsar10,Error
Haruwaikhali,Error
Harvest Bible Church Bhaktapur,Error
Hasapota Ganesh Mandir,Error
Hathi Chahara,Error
Hatichahara,Error
Hatigauda,Error
Hattiban,Error
Hattijunge Waterfall (Haatataijaungagae Jharanaa),Error
Hattikharka,Error
"Hattishar Museum, Bhimphedi",Error
Hattisude (Haatataisunde Daanda),Error
Hatuwagadhi Rural Municipality,Error
"Hayaat Jama Masjid (Hayata Jama Masjid), Khajura-8",Error
Hebron Church Bhimdattanagar,Error
"Hebron Church Urlabari, Morang, Nepal",Error
Hebron Church Chaukidada,Error
Helambu Great Trail,Error
Hemraj's House,Error
Hetauda,Error
Hi-Fi Chapakhana (Arts),Error
Hiking Trail to Mudkhu Bhanjyang View Tower,Error
Hile Church,Error
Hile Picnic Spot,Error
Hilephani Hillander,Error
Hilihang Palace (à¤¹à¤¿à¤²à¤¿à¤¹à¤¾à¤™à¥à¤— à¤®à¤¹à¤²),Error
Hilihang Chook,Error
Hill Park Top Station,Error
Hill Park Butwal,Error
Hill Dahare Picnic Territory,Error
Hill Top,Error
Himal,Error
Himalaya Spiritual and Adventure Treks,Error
Himalayan Arughat Bagaicha Church,Error
Himalayan Companion Treks and Expedition,Error
Himalayan Namobuddha Travel & Treks,Error
Himalayan Wildlife Agro Company Pvt. Ltd.,Error
Himali Art Gallery,Error
Hindu Temple,Error
Hindung (Hainadaungaga),Error
Hiranyabarna Mahavihar,Error
Historical Okhaldhunga,Error
Historical Meeting Spot of Risedi Kot,Error
Hokse Church,Error
Holy Bride Church,Error
Holy Life Church (Prembasti),Error
Home Town of Bibek,Error
"Hope Community Church, Belauri Kanchanpur",Error
Hope Church,Error
Hosanna Church Gorkha Nepal,Error
"Hossana Church, Khadu Baglung",Error
Hotel Parkinn Dailekh,Error
Humla,Error
Humla Resort and Spa,Error
Humla Chang La Valley Trek,Error
Humla Tanjakot,Error
Hupsekot,Error
Hurlung,Error
Hyagrib Bhairab Mandir,Error
Hydro Waterfall,Error
"I Lan Joyti Church, Jajarkot, Chepka",Error
ISKCON Birgunj,Error
IT Park Janakpur,Error
Ichchhakamana Goddess Temple,Error
Ido Homestayyy,Error
"Igna Temple, Junichande-9, Jajarkot",Error
Ilam,Error
Ilam Art,Error
Imadol Masjid,Error
"Imadol, Bhojhepokhari",Error
Iman Singh Chemjong Statue,Error
Immanuel Bible Missionary Church Barhabise,Error
Immanuel Bible Missionary Church Thulopalati,Error
Immanuel Church - Hile,Error
Immanuel Church Nepal,Error
Immanuyal Church Phalebisauna,Error
Immunial Bible Church,Error
Inacho iinaachao,Error
Inaruwa Sunsari Fish Market,Error
Inaruwa Park Mahaananada Paaraka,Error
Indra Varna Mahavihar (Inabaha),Error
Indrawati Suspension Bridge,Error
Indrayani Mai Temple,Error
Indreni Lake,Error
Islamiq Masjid Manahari,Error
Islamiya Masjid Basadailawa,Error
Islamiya Faijunnabi Jama Masjid,Error
Ismakot,Error
Ismriti Park,Error
Itahari Art,Error
Itapako Taralan Chok,Error
J.P Arts,Error
Jama Masjid Girdaliya,Error
Jamma Masjid Ansari Village,Error
Jyoti Church & Prayer Tower,Error
Jyutali Baitadi,Error
Jafri Masjid,Error
Jagabaijyeshwor Mahadev Temple,Error
Jagadulla Rural Municipality,Error
Jagannath Mandir,Error
Jagannath Temple Bhaktapur,Error
Jagannath Temple Tulachhen,Error
Jagdishpur Bird Sanctuary,Error
Jagannath Mandir Gadi,Error
Jagriti AG Church Payuthan,Error
Jai Manohar Mahabihar,Error
Jai Shoreee Bahugade Temple,Error
Jaitun Jivan Jyoti A.G Church,Error
Jajarkot,Error
Jajarkot Kushe Timildhara,Error
Jalalodin Miya Mosque,Error
Jalapa Devi Temple,Error
Jalbinayak Mandir,Error
Jaleshwori Mai Mandir & Mahadev Mandir Sallekhet Melung Dolakha,Error
Jaljaleswor Mahadev Sthan,Error
Jalpa Devi Temple,Error
Jaubari,Error
Khadak Jhula Pul (Suspension Bridge),Error
Kafalpani Dhading,Error
Kagate Children's Park,Error
Kailadeu Salleriban,Error
Kailari Gaun,Error
Kailash Temple,Error
Kailpal Temple Chamsal,Error
Kakani Memorial Park,Error
Kakani Picnic Spot,Error
Kakani Greenery Picnic Spot,Error
Kakrabari,Error
Kala Ghar Sindhuli,Error
Kala Premi Art House,Error
Kalaiya Clock Tower,Error
Kalapani Park,Error
Kalegaun,Error
Kaleshor Temple,Error
Kali Mandir Biratnagar,Error
Kali Temple Haldibari-2 Jhapa,Error
Kali Cave Mahadev Temple,Error
Kalika Devi Mandir Juji Bajhang,Error
Kalika Mandir,Error
Kalika Temple,Error
Kalikasthan Mandir,Error
Kalikasthan Rasuwa,Error
Kalikot Khalla,Error
Kalimai Temple,Error
Kalimati Gangamala Temple,Error
Kalinchok Temple High Camp,Error
Kalinchowk Bhagawati Temple,Error
Kalyanpur Jungle,Error
"Kamal Binayak, Bhaktapur",Error
Kamal Pokhari,Error
Kamal Pokhari BODE,Error
"Kamal Pokhari, Rukum East",Error
Kamalbari,Error
Kamaldaha (Kamala Daha),Error
Kanakmuni Buddha Park,Error
Kandara Mandir,Error
Kanepokhari Morang,Error
Kankai Mai Temples,Error
Kankali Temple,Error
Kanke Deurali Temple,Error
Kankeshwor Mandir,Error
Kanu Chowk,Error
Kanyam,Error
Kapil Himal,Error
Kapilvastu Museum,Error
Kapilvastu-Arghakhanchi Border,Error
Kapra Village,Error
Karnali Conservation Center,Error
Karnali U-Turn,Error
Karuna AG Church,Error
Karyabinayak Mandir,Error
Kaski Nepal,Error
Kathekhola -05 Gausara,Error
Kathmandu Durbar Square,Error
Katakuti Village,Error
Katunje Tole,Error
Kaudena Bahram Temple,Error
Kaudena Maharani Mandir,Error
Kavre Roshi Rural Municipality,Error
Kawasoti Municipality,Error
Kedareshwor Mahadev Temple,Error
Keuli Picnic Spot,Error
Khadak Chowk,Error
Khadak Bridge,Error
Pokhari Bazar (Khandbari),Error
"Kaskikot, Nepal",Error
Khadkawar Picnic Spot,Error
Khajura Minipark And Restro,Error
Khali Chaur,Error
Khaling Bhumethan2 (Chaoparaa),Error
Khamare Dobato,Error
Khanda Devi Temple,Error
Khanivanjyang Okhaldhunga,Error
Khaniyabus Picnic Area,Error
Khaptad National Park Entry Gate,Error
Kharidhunga Picnic Spot,Error
Kharidhunga Viewpoint,Error
Kharpunath 1 Lali,Error
Kharsubot Rolpa,Error
Khasre Picnic Spot,Error
Kherel Dada,Error
Khesmalika Temple,Error
Khiraule,Error
Khojpur Babaji Kuti Kabir Temple,Error
Halesi Mahadev Temple,Error
Khotang Nepal,Error
Simpani Gairee,Error
Khumai Dada,Error
Khuwalung,Error
Kileshwor Mahadev Temple,Error
King Prithvi Narayan Shah Statue,Error
Kinnimini Patan,Error
Kirat Mang-Poglung Manghim,Error
Kiul Dunamis Church,Error
Kohalpur Chowk,Error
Kohalpur Park,Error
Koinonia Church,Error
Kolam Fun Park,Error
Kolbat,Error
Kolhabi Bara,Error
Konaniya Virlot Church,Error
Kot Mandir,Error
Kotbada,Error
Kotilingeshwor Mahadev Mandir,Error
Kripa Bible Church,Error
Kripa Free Methodist Church,Error
Krishna Mandir,Error
Krishna Mandir Sundhara,Error
Krishna Mandir Damaitole,Error
Krishna Temple Bharatpur,Error
Krishna-Arjun Chariot Statue,Error
Kudan Stupa Site,Error
Kulung Village,Error
Kumal Gau,Error
Kumaltar Sundarbazar,Error
Kumbhikhadi Taal,Error
Kumrang Church,Error
Kundi Chauraha,Error
Kuri Village,Error
Kushaha Bazar Wali Masjid,Error
Kusheshwor Mahadev Temple,Error
Kusum Foundation,Error
Kwhola Sothar,Error
Kyabung,Error
Kyubang Chaur,Error
LA Gallery,Error
Laxman House,Error
Lipe Hill,Error
LOTUS THANKA ART HANDICRAFTS,Error
Labang Laabaanga,Error
Ladari Fun Park,Error
Lagna,Error
Lahan Flag Park,Error
"Lahan, Siraha, Nepal",Error
Lake Abhishek Hike,Error
"Lalbandi, Sarlahi",Error
Lalbandi Room,Error
Lalita & Lalit Bdr. Thapa Memorial Stadium,Error
Lalita Khadayat,Error
Lalitpur Binay Church (Main Gate),Error
Lamahi Dang - Lamahi Daanga,Error
Lamahi Temple,Error
Lamchee Aahal,Error
Lamichhane Kul Mandir & Cultural Museum,Error
Lamidada Holy Church,Error
Lamidanda,Error
Lamjung Gairi Church,Error
Lamjung Pathibhara Temple,Error
Lamjung Rinas,Error
Lamki Bazar,Error
Lamochaur Jhamsikhel Park,Error
Land Sudal,Error
Lane Nerubon Statue,Error
Lankaline Church,Error
Lankuri Bhanjyang,Error
Lapal Church,Error
Lapcha,Error
Lapilang Church,Error
Large Buddha Statue & Hand Prayer Wheels,Error
Large Guru Rinpoche Statue,Error
Latihs Art & Decoration Gallery,Error
Lauwa Pokhari,Error
Laxmi Narayan Mandir,Error
Laxmi Temple Geruwaha - 01,Error
Layekuhiti (Sunken Hiti),Error
Letang Immanuel Church,Error
Letang Morang,Error
Libju Picnic Place,Error
Ligligkot Museum,Error
Ligligkot Picnic Spot,Error
"Likhupike-2 Goli, Solukhumbu",Error
"Limi Namkha-06, Humla",Error
"Limi Valley, Humla",Error
Lisankhu Pakhar R.M and Sunkoshi R.M Border,Error
Living Church Bhaktapur,Error
Living Word Church,Error
Liwali,Error
Lo Manthang Village,Error
Logos Presbyterian Church,Error
"Lohare, Dailekh",Error
Lokeshwor Temple (Hiranyavarna Mahavihar),Error
Lokeshwor Temple of Bhaktapur,Error
Lokhada,Error
Loksu Chowk,Error
Loktantrik Park,Error
Lomanthang Hot Spring,Error
Lord Shiva Temple,Error
Love Park (Taraiwaenaii Gaaupaalaikaa Raaelapaa),Error
Love Park (Madhauliya Wana Udayana),Error
Lovely Chok,Error
Lubhu Art Gallery,Error
Lugada-6 Bajhang,Error
Lukuwa Dada,Error
Lumbini,Error
Lumbini Aqwa Park and Resort,Error
Lumbini Sanskritik Development Area,Error
Lumbini Gate Siddharthanagar Bhairahawa Rupandehi,Error
Lungri Rural Municipality,Error
Lungthung Stone Monument,Error
Luu Jhya,Error
Luwakhadi Mandir,Error
Madina Masjid Modarasa Qadria,Error
Malika Maalaikaa Mandir,Error
Manebhanjyang Circle,Error
Masjid-e-Bilal,Error
Mikajung-8 Hangsari,Error
Mirjapur Mela,Error
Maafi Temple,Error
Maathillo Keurinitar Mode,Error
Macchang Waterfall,Error
Machchhindranath Ko Aama,Error
Machhapuchhre Village Inn,Error
Machhapuchre Baptist Church,Error
Machhegaun Bhasmasur Hiking Trail,Error
Madan Bhandari Memorial Park,Error
Madar Baba Masjid,Error
Madarasatul Taswid & Noorani Masjid,Error
Madarsa Nurul Islam,Error
Madarsa Faizur Rasool,Error
Madarsha Tahfejul Quran Jame Masjid Mahuli Bazar Saptari Nepal,Error
Madarsha Gulshane Raja Burtibang Baglung,Error
Madatiya Mosque,Error
Madhuwan-1,Error
MadhyaBindu Hospital Park,Error
MadhyaNepal-4 Lamjung Shisaghat,Error
Madhyabindu 13 Mainaghat Nawalpur,Error
Madhyapur Animal Farm,Error
Madi,Error
Madi 6 Sariga Church House Nepal,Error
Madi Bridge Rolpa Road,Error
Madi View Point,Error
Madi Nadi Pul,Error
Madi River Bank Obang,Error
Madina Jama Masjid,Error
Madina Masjid,Error
Madrasa Dare Arqam,Error
Magar Bari,Error
Magar Museum Magara Samgrahalaya,Error
